Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
56	S5B6	I do n't trust them I do n't trust them I went over the road I put --ANONnameF in she	's standing	on her pushchair do n't let her out yeah cos if anyone 's going to let her run on the	I_PPIS1 do_VD0 n't_XX trust_VVI them_PPHO2 I_PPIS1 do_VD0 n't_XX trust_VVI them_PPHO2 I_PPIS1 went_VVD over_II the_AT road_NN1 I_PPIS1 put_VV0 --ANONnameF_NP1 in_II she_PPHS1	's_VBZ standing_VVG	on_II her_APPGE pushchair_NN1 do_VD0 n't_XX let_VVI her_PPHO1 out_RP yeah_UH cos_CS if_CS anyone_PN1 's_VBZ going_VVGK to_TO let_VVI her_APPGE run_NN1 on_II the_AT	Talking about raising children	Discussing, explaining, complaining, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0198 S0230 S0232	3	2014-09-10	0:30:50	Familyhome, Kent	2014 Q3	2014	Close family, partners, very close friends	Parenting, Korean approach to parenting, school systems, buying gifts for children, Facebay, furnishing houses, trains, school trips, cooking, work shifts.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=55	1330000	1330001
57	S5B6	because there 's no because --UNCLEARWORD yeah her teacher 's lovely her teacher 's lovely and I did and she	's sitting	there marking it going you did n't u- that 's a good simile mummy I 've gone oh thank you	because_CS there_EX 's_VBZ no_AT because_CS --UNCLEARWORD_FU yeah_UH her_APPGE teacher_NN1 's_VBZ lovely_JJ her_APPGE teacher_NN1 's_VBZ lovely_JJ and_CC I_PPIS1 did_VDD and_CC she_PPHS1	's_VBZ sitting_VVG	there_RL marking_VVG it_PPH1 going_VVG you_PPY did_VDD n't_XX u-_FU that_DD1 's_VBZ a_AT1 good_JJ simile_NN1 mummy_NN1 I_PPIS1 've_VH0 gone_VVN oh_UH thank_VV0 you_PPY	Talking about raising children	Discussing, explaining, complaining, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0198 S0230 S0232	3	2014-09-10	0:30:50	Familyhome, Kent	2014 Q3	2014	Close family, partners, very close friends	Parenting, Korean approach to parenting, school systems, buying gifts for children, Facebay, furnishing houses, trains, school trips, cooking, work shifts.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=56	1332925	1332926
58	S5B6	you 've got to teach students of all abilities yeah and I remember at English masters every year we 'd	be sat	in kind of rows and erm each row was of a certain ability and you you 're all set different	you_PPY 've_VH0 got_VVN to_TO teach_VVI students_NN2 of_IO all_DB abilities_NN2 yeah_UH and_CC I_PPIS1 remember_VV0 at_II English_JJ masters_NN2 every_AT1 year_NNT1 we_PPIS2 'd_VM	be_VBI sat_VVN	in_II kind_NN1 of_IO rows_NN2 and_CC erm_UH each_DD1 row_NN1 was_VBDZ of_IO a_AT1 certain_JJ ability_NN1 and_CC you_PPY you_PPY 're_VBR all_DB set_VVN different_JJ	Talking about raising children	Discussing, explaining, complaining, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0198 S0230 S0232	3	2014-09-10	0:30:50	Familyhome, Kent	2014 Q3	2014	Close family, partners, very close friends	Parenting, Korean approach to parenting, school systems, buying gifts for children, Facebay, furnishing houses, trains, school trips, cooking, work shifts.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=57	1333021	1333022
59	S5B6	management course he was doing up there and erm he phoned us up on lunch break he was like I	'm sitting	outside --ANONplace after having his like really posh oh right he said I even had a waiter put a napkin	management_NN1 course_RR he_PPHS1 was_VBDZ doing_VDG up_RP there_RL and_CC erm_UH he_PPHS1 phoned_VVD us_PPIO2 up_RP on_II lunch_NN1 break_NN1 he_PPHS1 was_VBDZ like_RR I_PPIS1	'm_VBM sitting_VVG	outside_II --ANONplace_NP1 after_II having_VHG his_APPGE like_JJ really_RR posh_JJ oh_UH right_RR he_PPHS1 said_VVD I_PPIS1 even_RR had_VHD a_AT1 waiter_NN1 put_VVN a_AT1 napkin_NN1	Talking about raising children	Discussing, explaining, complaining, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0198 S0230 S0232	3	2014-09-10	0:30:50	Familyhome, Kent	2014 Q3	2014	Close family, partners, very close friends	Parenting, Korean approach to parenting, school systems, buying gifts for children, Facebay, furnishing houses, trains, school trips, cooking, work shifts.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=58	1334658	1334659
60	S5DJ	the yeah so it was just us three and then erm erm she took us in here and then everyone	was sitting	in here and I was gon na sit in the back by myself but erm because you see what the	the_AT yeah_UH so_RR it_PPH1 was_VBDZ just_RR us_PPIO2 three_MC and_CC then_RT erm_UH erm_UH she_PPHS1 took_VVD us_PPIO2 in_II here_RL and_CC then_RT everyone_PN1	was_VBDZ sitting_VVG	in_II here_RL and_CC I_PPIS1 was_VBDZ gon_VVGK na_TO sit_VVI in_II the_AT back_NN1 by_II myself_PPX1 but_CCB erm_UH because_CS you_PPY see_VV0 what_DDQ the_AT		Disciussing, explaining, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0275 S0276	2	2014-11-27	0:50:50	Kingston University classroom, Kingston Upon Thames	2014 Q4	2014	Friends, wider family circle	University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature, 	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=59	1338619	1338620
61	S5DJ	that she was erm she slept until eleven thirty and I was like you what ? you what ? I	was sat	by myself it was so awkward I had to sit in the middle of them two I was sitting here	that_CST she_PPHS1 was_VBDZ erm_UH she_PPHS1 slept_VVN until_II eleven_MC thirty_MC and_CC I_PPIS1 was_VBDZ like_RR you_PPY what_DDQ ?_YQUE you_PPY what_DDQ ?_YQUE I_PPIS1	was_VBDZ sat_VVN	by_II myself_PPX1 it_PPH1 was_VBDZ so_RG awkward_JJ I_PPIS1 had_VHD to_TO sit_VVI in_II the_AT middle_NN1 of_IO them_PPHO2 two_MC I_PPIS1 was_VBDZ sitting_VVG here_RL		Disciussing, explaining, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0275 S0276	2	2014-11-27	0:50:50	Kingston University classroom, Kingston Upon Thames	2014 Q4	2014	Friends, wider family circle	University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature, 	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=60	1338702	1338703
62	S5DJ	I was sat by myself it was so awkward I had to sit in the middle of them two I	was sitting	here and and what 's her name ? --ANONnameF was sitting like right here uhu and it was all just	I_PPIS1 was_VBDZ sat_VVN by_II myself_PPX1 it_PPH1 was_VBDZ so_RG awkward_JJ I_PPIS1 had_VHD to_TO sit_VVI in_II the_AT middle_NN1 of_IO them_PPHO2 two_MC I_PPIS1	was_VBDZ sitting_VVG	here_RL and_CC and_CC what_DDQ 's_VBZ her_APPGE name_NN1 ?_YQUE --ANONnameF_NP1 was_VBDZ sitting_VVG like_II right_JJ here_RL uhu_UH and_CC it_PPH1 was_VBDZ all_DB just_RR		Disciussing, explaining, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0275 S0276	2	2014-11-27	0:50:50	Kingston University classroom, Kingston Upon Thames	2014 Q4	2014	Friends, wider family circle	University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature, 	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=61	1338721	1338722
63	S5DJ	to sit in the middle of them two I was sitting here and and what 's her name ? --ANONnameF	was sitting	like right here uhu and it was all just talking like all nicely close and I was drinking my hot	to_TO sit_VVI in_II the_AT middle_NN1 of_IO them_PPHO2 two_MC I_PPIS1 was_VBDZ sitting_VVG here_RL and_CC and_CC what_DDQ 's_VBZ her_APPGE name_NN1 ?_YQUE --ANONnameF_NP1	was_VBDZ sitting_VVG	like_II right_JJ here_RL uhu_UH and_CC it_PPH1 was_VBDZ all_DB just_RR talking_VVG like_II all_DB nicely_RR close_JJ and_CC I_PPIS1 was_VBDZ drinking_VVG my_APPGE hot_JJ		Disciussing, explaining, complaining, advising, inviting, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0275 S0276	2	2014-11-27	0:50:50	Kingston University classroom, Kingston Upon Thames	2014 Q4	2014	Friends, wider family circle	University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature, 	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=62	1338732	1338733
64	S5HT	's just somewhere oh okay very good okay yeah so no I 'm hungry now --UNCLEARWORD yeah I know I	am sitting	down I 'm sitting I 'm sitting thank you yeah ah the old knee is still a bit dodgy and	's_VBZ just_RR somewhere_RL oh_UH okay_RR very_RG good_JJ okay_RR yeah_UH so_RR no_UH I_PPIS1 'm_VBM hungry_JJ now_RT --UNCLEARWORD_FU yeah_UH I_PPIS1 know_VV0 I_PPIS1	am_VBM sitting_VVG	down_RP I_PPIS1 'm_VBM sitting_VVG I_PPIS1 'm_VBM sitting_VVG thank_VV0 you_PPY yeah_UH ah_UH the_AT old_JJ knee_NN1 is_VBZ still_RR a_RR21 bit_RR22 dodgy_JJ and_CC	Two friends talking about various topics (see 9 above) in ANON’s flat in Tarnow, Poland.	Discussing	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-23	0:15:23	ANON’s flat in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Physical fitness & health issues, travel plans, punctuality.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=63	1370063	1370064
65	S5HT	okay very good okay yeah so no I 'm hungry now --UNCLEARWORD yeah I know I am sitting down I	'm sitting	I 'm sitting thank you yeah ah the old knee is still a bit dodgy and I 'm just hoping	okay_RR very_RG good_JJ okay_RR yeah_UH so_RR no_UH I_PPIS1 'm_VBM hungry_JJ now_RT --UNCLEARWORD_FU yeah_UH I_PPIS1 know_VV0 I_PPIS1 am_VBM sitting_VVG down_RP I_PPIS1	'm_VBM sitting_VVG	I_PPIS1 'm_VBM sitting_VVG thank_VV0 you_PPY yeah_UH ah_UH the_AT old_JJ knee_NN1 is_VBZ still_RR a_RR21 bit_RR22 dodgy_JJ and_CC I_PPIS1 'm_VBM just_RR hoping_VVG	Two friends talking about various topics (see 9 above) in ANON’s flat in Tarnow, Poland.	Discussing	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-23	0:15:23	ANON’s flat in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Physical fitness & health issues, travel plans, punctuality.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=64	1370067	1370068
66	S5HT	okay yeah so no I 'm hungry now --UNCLEARWORD yeah I know I am sitting down I 'm sitting I	'm sitting	thank you yeah ah the old knee is still a bit dodgy and I 'm just hoping once I 'm	okay_RR yeah_UH so_RR no_UH I_PPIS1 'm_VBM hungry_JJ now_RT --UNCLEARWORD_FU yeah_UH I_PPIS1 know_VV0 I_PPIS1 am_VBM sitting_VVG down_RP I_PPIS1 'm_VBM sitting_VVG I_PPIS1	'm_VBM sitting_VVG	thank_VV0 you_PPY yeah_UH ah_UH the_AT old_JJ knee_NN1 is_VBZ still_RR a_RR21 bit_RR22 dodgy_JJ and_CC I_PPIS1 'm_VBM just_RR hoping_VVG once_CS I_PPIS1 'm_VBM	Two friends talking about various topics (see 9 above) in ANON’s flat in Tarnow, Poland.	Discussing	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-23	0:15:23	ANON’s flat in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Physical fitness & health issues, travel plans, punctuality.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=65	1370070	1370071
67	S5JX	man will take it and found that they do quite quickly mm mm and I 've found that when I	'm sat	next to a woman it takes them a long time but they do eventually take the arm rest yeah so	man_NN1 will_VM take_VVI it_PPH1 and_CC found_VVD that_CST they_PPHS2 do_VD0 quite_RG quickly_RR mm_UH mm_UH and_CC I_PPIS1 've_VH0 found_VVN that_CST when_CS I_PPIS1	'm_VBM sat_VVN	next_II21 to_II22 a_AT1 woman_NN1 it_PPH1 takes_VVZ them_PPHO2 a_AT1 long_JJ time_NNT1 but_CCB they_PPHS2 do_VD0 eventually_RR take_VVI the_AT arm_NN1 rest_NN1 yeah_UH so_RR	Two friends talking about various topics (see 9 above) while driving in a campervan from Tarnow to Rzeszow, Poland.	Discussing	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-19	1:07:24	Campervan journey from Tarnow to Rzeszow, Poland.	2016 Q1	2016	Friends, wider family circle	Fitness & appearance, travel, reading, careers & volunteering, friendships & relationships, men & women, exercise & health, directions, televisions, finding a parking spot.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=66	1384477	1384478
68	S5MM	I 'm going for a fag okay well let 's let 's stop this I 'm guessing red means to	be sat	together but probably ding dong oh --UNCLEARWORD oh this is really badly done okay this is n't for me to	I_PPIS1 'm_VBM going_VVG for_IF a_AT1 fag_NN1 okay_RR well_RR let_VM21 's_VM22 let_VM21 's_VM22 stop_VVI this_DD1 I_PPIS1 'm_VBM guessing_VVG red_JJ means_NN to_TO	be_VBI sat_VVN	together_RL but_CCB probably_RR ding_FU dong_FU oh_UH --UNCLEARWORD_FU oh_UH this_DD1 is_VBZ really_RR badly_RR done_VDN okay_JJ this_DD1 is_VBZ n't_XX for_IF me_PPIO1 to_TO	Three people talking whilst two of them play Sims and the other types on the computer for a little while.	Discussing, explaining, inquiring, complaining, advising	Revised	Texts not in Sample release	S0543 S0544 S0561	3	2016-01-08	0:55:24	In ANON and ANON's house.	2016 Q1	2016	Close family, partners, very close friends	Sims, university life, university events, locations, organising events, dinner event, university friends, food and cooking.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=67	1403199	1403200
69	S5PF	draft version but it was about you know for the beauty of nature I wanted to start with how I	was sat	in the garden and the sites and the sounds and the smell and I wanted to be a little bit	draft_NN1 version_NN1 but_CCB it_PPH1 was_VBDZ about_II you_PPY know_VV0 for_IF the_AT beauty_NN1 of_IO nature_NN1 I_PPIS1 wanted_VVD to_TO start_VVI with_IW how_RRQ I_PPIS1	was_VBDZ sat_VVN	in_II the_AT garden_NN1 and_CC the_AT sites_NN2 and_CC the_AT sounds_NN2 and_CC the_AT smell_NN1 and_CC I_PPIS1 wanted_VVD to_TO be_VBI a_AT1 little_NN1 bit_NN1	A group of friends catching up one evening.	Discussing, explaining, inquiring, complaining, advising, apologizing	Original	Texts within Sample release	S0018 S0073 S0129 S0146 S0162	5	2012-03-24	1:22:45	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Music, mobile phone apps, writing, media, food, films, restaurants, sport, money, weather, cars, buying a house, health and illness	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=68	1415445	1415446
70	S5PF	a twenty P and I was like okay I 'm not gon na give it to you now yeah I	was stood	at Bombay airport ungrateful when I came out and erm someone said sort of can I have some money ?	a_AT1 twenty_MC P_ZZ1 and_CC I_PPIS1 was_VBDZ like_RR okay_JJ I_PPIS1 'm_VBM not_XX gon_VVGK na_TO give_VVI it_PPH1 to_II you_PPY now_RT yeah_UH I_PPIS1	was_VBDZ stood_VVN	at_II Bombay_NP1 airport_NN1 ungrateful_JJ when_CS I_PPIS1 came_VVD out_RP and_CC erm_UH someone_PN1 said_VVD sort_RR21 of_RR22 can_VM I_PPIS1 have_VHI some_DD money_NN1 ?_YQUE	A group of friends catching up one evening.	Discussing, explaining, inquiring, complaining, advising, apologizing	Original	Texts within Sample release	S0018 S0073 S0129 S0146 S0162	5	2012-03-24	1:22:45	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Music, mobile phone apps, writing, media, food, films, restaurants, sport, money, weather, cars, buying a house, health and illness	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=69	1425295	1425296
71	S5PW	something a little bit over powering you know mm yeah because our room is n't very big no so you	're sitting	fairly close and trying to get near the fire as well mm yeah I 've been having to sit further	something_PN1 a_AT1 little_JJ bit_NN1 over_II powering_VVG you_PPY know_VV0 mm_UH yeah_UH because_CS our_APPGE room_NN1 is_VBZ n't_XX very_RG big_JJ no_UH so_RR you_PPY	're_VBR sitting_VVG	fairly_RR close_JJ and_CC trying_VVG to_TO get_VVI near_II the_AT fire_NN1 as_RR21 well_RR22 mm_UH yeah_UH I_PPIS1 've_VH0 been_VBN having_VHG to_TO sit_VVI further_RRR	ANON's visit	Discussing, complaining, anecdote telling	Original	Texts within Sample release	S0008 S0012 S0013 S0024	4	2012-04-12	1:32:19	ANON's home, Norfolk	2012 Q2	2012	Friends, wider family circle	Wildlife, history, computer software, cars	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=70	1434425	1434426
72	S5QR	did n't take a language and I was like --UNCLEARWORD you --UNCLEARWORD you yeah but not even me cos I	was sat	inside like yeah well he was with --UNCLEARWORD --UNCLEARWORD the balcony then he got locked out of his room when	did_VDD n't_XX take_VVI a_AT1 language_NN1 and_CC I_PPIS1 was_VBDZ like_RR --UNCLEARWORD_FU you_PPY --UNCLEARWORD_FU you_PPY yeah_UH but_CCB not_XX even_RR me_PPIO1 cos_CS I_PPIS1	was_VBDZ sat_VVN	inside_RL like_RR yeah_UH well_RR he_PPHS1 was_VBDZ with_IW --UNCLEARWORD_FU --UNCLEARWORD_FU the_AT balcony_NN1 then_RT he_PPHS1 got_VVD locked_VVN out_II21 of_II22 his_APPGE room_NN1 when_CS	Friends talking about school 	discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2016-01-18	0:32:00	ANONs house	2016 Q1	2016	Close family, partners, very close friends	A film we just watched (10 things I hate about you), School, future trip to London	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=71	1463803	1463804
73	S5QR	like yeah hey because it 's so much --UNCLEARWORD sometimes I realise like how bad my posture is when I	'm sitting	there in science like on the table and --ANONnameF 's like you 're sitting on the table ? yeah like	like_RR yeah_UH hey_UH because_CS it_PPH1 's_VBZ so_RG much_DA1 --UNCLEARWORD_FU sometimes_RT I_PPIS1 realise_VV0 like_II how_RGQ bad_JJ my_APPGE posture_NN1 is_VBZ when_RRQ I_PPIS1	'm_VBM sitting_VVG	there_RL in_II science_NN1 like_II on_II the_AT table_NN1 and_CC --ANONnameF_NP1 's_VBZ like_RR you_PPY 're_VBR sitting_VVG on_II the_AT table_NN1 ?_YQUE yeah_UH like_RR	Friends talking about school 	discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2016-01-18	0:32:00	ANONs house	2016 Q1	2016	Close family, partners, very close friends	A film we just watched (10 things I hate about you), School, future trip to London	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=72	1464742	1464743
74	S5QR	bad my posture is when I 'm sitting there in science like on the table and --ANONnameF 's like you	're sitting	on the table ? yeah like when cos in physics basically he makes like every lesson going around and I	bad_JJ my_APPGE posture_NN1 is_VBZ when_RRQ I_PPIS1 'm_VBM sitting_VVG there_RL in_II science_NN1 like_II on_II the_AT table_NN1 and_CC --ANONnameF_NP1 's_VBZ like_RR you_PPY	're_VBR sitting_VVG	on_II the_AT table_NN1 ?_YQUE yeah_UH like_RR when_CS cos_CS in_II physics_NN1 basically_RR he_PPHS1 makes_VVZ like_II every_AT1 lesson_NN1 going_VVG around_RP and_CC I_PPIS1	Friends talking about school 	discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2016-01-18	0:32:00	ANONs house	2016 Q1	2016	Close family, partners, very close friends	A film we just watched (10 things I hate about you), School, future trip to London	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=73	1464756	1464757
75	S5QR	he makes like every lesson going around and I just sit on the table like on this side and I	'm sat	there like this and then I 'm like wait hold on a minute like my posture is so bad yeah	he_PPHS1 makes_VVZ like_II every_AT1 lesson_NN1 going_VVG around_RP and_CC I_PPIS1 just_RR sit_VV0 on_II the_AT table_NN1 like_II on_II this_DD1 side_NN1 and_CC I_PPIS1	'm_VBM sat_VVN	there_RL like_II this_DD1 and_CC then_RT I_PPIS1 'm_VBM like_RR wait_VV0 hold_VV0 on_II a_AT1 minute_NNT1 like_II my_APPGE posture_NN1 is_VBZ so_RG bad_JJ yeah_UH	Friends talking about school 	discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2016-01-18	0:32:00	ANONs house	2016 Q1	2016	Close family, partners, very close friends	A film we just watched (10 things I hate about you), School, future trip to London	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=74	1464789	1464790
76	S5QR	like I sit on the sofa like this yeah but I just lean I just lean forward like when I	'm sitting	I I ca n't like sit like this I like curl my back really badly like how do people sit	like_RR I_PPIS1 sit_VV0 on_II the_AT sofa_NN1 like_II this_DD1 yeah_UH but_CCB I_PPIS1 just_RR lean_VV0 I_PPIS1 just_RR lean_VV0 forward_RL like_RR when_CS I_PPIS1	'm_VBM sitting_VVG	I_PPIS1 I_PPIS1 ca_VM n't_XX like_RR sit_VVI like_II this_DD1 I_PPIS1 like_VV0 curl_VV0 my_APPGE back_NN1 really_RR badly_RR like_RR how_RRQ do_VD0 people_NN sit_VV0	Friends talking about school 	discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2016-01-18	0:32:00	ANONs house	2016 Q1	2016	Close family, partners, very close friends	A film we just watched (10 things I hate about you), School, future trip to London	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=75	1464836	1464837
77	S5SC	threes yeah but erm you yeah this and it 's fair enough but you 're you 're actually cos you	're sat	around a table the only thing you need to do is get there early enough to get a table so	threes_MC2 yeah_UH but_CCB erm_UH you_PPY yeah_UH this_DD1 and_CC it_PPH1 's_VBZ fair_RR enough_RR but_CCB you_PPY 're_VBR you_PPY 're_VBR actually_RR cos_CS you_PPY	're_VBR sat_VVN	around_II a_AT1 table_NN1 the_AT only_JJ thing_NN1 you_PPY need_VV0 to_TO do_VDI is_VBZ get_VVI there_RL early_RR enough_RR to_TO get_VVI a_AT1 table_NN1 so_RR	FAMILY PLAYING PANDEMIC	Discussing, explaining, inquiring, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0492 S0493 S0603 S0604 S0605	5	2016-03-22	1:05:40	HOLIDAY COTTAGE, HEREFORD, ENGLAND	2016 Q1	2016	Close family, partners, very close friends	GAME DYNAMIC 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=76	1477654	1477655
78	S5SJ	du n no why he 's a grumpy boy I saw him on the bus the other day and I	was sat	on the same bus as him it was really awkward huh he just moved up a st- a flight of	du_VD0 n_XX no_VVI why_RRQ he_PPHS1 's_VBZ a_AT1 grumpy_JJ boy_NN1 I_PPIS1 saw_VVD him_PPHO1 on_II the_AT bus_NN1 the_AT other_JJ day_NNT1 and_CC I_PPIS1	was_VBDZ sat_VVN	on_II the_AT same_DA bus_NN1 as_CSA him_PPHO1 it_PPH1 was_VBDZ really_RR awkward_JJ huh_UH he_PPHS1 just_RR moved_VVD up_RP a_AT1 st-_FU a_AT1 flight_NN1 of_IO	Flatmates talking about going out	Discussing	Original	Texts within Sample release	S0072 S0080 S0128 S0134	4	2012-03-22	0:20:13	A student flat, Salford	2012 Q1	2012	Friends, wider family circle	Going out	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=77	1488845	1488846
79	S5UJ	really funny compose yourself that 's what I was doing when I was reading Caitlin Moran oh yeah and I	was sitting	I was having a coffee in um I do n't know wherever I was Café Nero and I burst out	really_RR funny_JJ compose_VV0 yourself_PPX1 that_DD1 's_VBZ what_DDQ I_PPIS1 was_VBDZ doing_VDG when_CS I_PPIS1 was_VBDZ reading_VVG Caitlin_NP1 Moran_NP1 oh_UH yeah_UH and_CC I_PPIS1	was_VBDZ sitting_VVG	I_PPIS1 was_VBDZ having_VHG a_AT1 coffee_NN1 in_II um_UH I_PPIS1 do_VD0 n't_XX know_VVI wherever_RRQV I_PPIS1 was_VBDZ Café_NN1 Nero_NP1 and_CC I_PPIS1 burst_VVD out_RP	Family chatting 	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0083 S0084 S0085 S0086	4	2012-04-07	0:46:45	ANON’s house, Cambridge	2012 Q2	2012	Close family, partners, very close friends	Food, films, television	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=78	1512230	1512231
80	S5XD	just you 're just out of touch I am out of touch do you know what ? --ANONnameM and I	were sat	this is how bad it is and obviously it was really bad where we were but we just went for	just_RR you_PPY 're_VBR just_RR out_II21 of_II22 touch_NN1 I_PPIS1 am_VBM out_II21 of_II22 touch_NN1 do_VD0 you_PPY know_VVI what_DDQ ?_YQUE --ANONnameM_NP1 and_CC I_PPIS1	were_VBDR sat_VVN	this_DD1 is_VBZ how_RGQ bad_JJ it_PPH1 is_VBZ and_CC obviously_RR it_PPH1 was_VBDZ really_RR bad_JJ where_CS we_PPIS2 were_VBDR but_CCB we_PPIS2 just_RR went_VVD for_IF	Seeing my cousins for the first time in 2 years	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, anecdote telling, making arrangements, apologizing, telling jokes	Revised	Texts not in Sample release	S0192 S0194 S0196	3	2014-08-25	2:30:32	In mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother    	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=79	1548200	1548201
81	S5XD	know I mean and --ANONnameM said to me he goes --UNCLEARWORD never liked school yeah because I literally should 've	been sitting	my GCSEs and I was out already trying to learn how to do plumbing school is one mould and we	know_VV0 I_PPIS1 mean_VV0 and_CC --ANONnameM_NP1 said_VVD to_II me_PPIO1 he_PPHS1 goes_VVZ --UNCLEARWORD_FU never_RR liked_VVN school_NN1 yeah_UH because_CS I_PPIS1 literally_RR should_VM 've_VHI	been_VBN sitting_VVG	my_APPGE GCSEs_NN2 and_CC I_PPIS1 was_VBDZ out_RP already_RR trying_VVG to_TO learn_VVI how_RRQ to_TO do_VDI plumbing_NN1 school_NN1 is_VBZ one_MC1 mould_NN1 and_CC we_PPIS2	Seeing my cousins for the first time in 2 years	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, anecdote telling, making arrangements, apologizing, telling jokes	Revised	Texts not in Sample release	S0192 S0194 S0196	3	2014-08-25	2:30:32	In mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother    	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=80	1552590	1552591
