Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
28	S8X7	of him what 's his name ? oh right no I saw this guy --UNCLEARWORD about a year ago I	was stood	in H and M and I was looking at this guy 's tattoo and it was like em it was	of_IO him_PPHO1 what_DDQ 's_VBZ his_APPGE name_NN1 ?_YQUE oh_UH right_RR no_UH I_PPIS1 saw_VVD this_DD1 guy_NN1 --UNCLEARWORD_FU about_RG a_AT1 year_NNT1 ago_RA I_PPIS1	was_VBDZ stood_VVN	in_II H_ZZ1 and_CC M_ZZ1 and_CC I_PPIS1 was_VBDZ looking_VVG at_II this_DD1 guy_NN1 's_GE tattoo_NN1 and_CC it_PPH1 was_VBDZ like_II em_PPHO2 it_PPH1 was_VBDZ	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=27	2988008	2988009
29	S8X7	yeah me too and em these two came in making brr horse noises being really daft and --ANONnameM and I	were sat	in the garden I 'd been there all afternoon and --ANONnameF came down and like I was washing stuff yeah	yeah_UH me_PPIO1 too_RG and_CC em_FU these_DD2 two_MC came_VVD in_II making_VVG brr_NNU horse_NN1 noises_NN2 being_VBG really_RR daft_JJ and_CC --ANONnameM_NP1 and_CC I_PPIS1	were_VBDR sat_VVN	in_II the_AT garden_NN1 I_PPIS1 'd_VHD been_VBN there_RL all_DB afternoon_NNT1 and_CC --ANONnameF_NP1 came_VVD down_RP and_CC like_RR I_PPIS1 was_VBDZ washing_VVG stuff_NN1 yeah_UH	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=28	2992315	2992316
30	S8X7	are I 'd be in actually on a submarine they pop them out all the time whereas I wanted to	be sitting	on a ship cos that 's what I like the whole team ship thing do you want to have a	are_VBR I_PPIS1 'd_VM be_VBI in_RP actually_RR on_II a_AT1 submarine_NN1 they_PPHS2 pop_VV0 them_PPHO2 out_RP all_DB the_AT time_NNT1 whereas_CS I_PPIS1 wanted_VVD to_TO	be_VBI sitting_VVG	on_II a_AT1 ship_NN1 cos_CS that_DD1 's_VBZ what_DDQ I_PPIS1 like_VV0 the_AT whole_JJ team_NN1 ship_NN1 thing_NN1 do_VD0 you_PPY want_VVI to_TO have_VHI a_AT1	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=29	2993346	2993347
31	SAF8	it a bit to the left I think --UNCLEARWORD oh oh I 'm going to do this I am I	'm sat	too I 'm sat back all relaxed I need to be you need to get focused yeah please do not	it_PPH1 a_RR21 bit_RR22 to_II the_AT left_NN1 I_PPIS1 think_VV0 --UNCLEARWORD_FU oh_UH oh_UH I_PPIS1 'm_VBM going_VVGK to_TO do_VDI this_DD1 I_PPIS1 am_VBM I_PPIS1	'm_VBM sat_VVN	too_RR I_PPIS1 'm_VBM sat_VVN back_RP all_DB relaxed_VVD I_PPIS1 need_VV0 to_TO be_VBI you_PPY need_VV0 to_TO get_VVI focused_VVN yeah_UH please_RR do_VD0 not_XX	Friends talking about a variety of things	discussing, complaining, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	0:12:43	The Poacher (Pub) in Gorse Covert, Warrington.	2015 Q4	2015	Close family, partners, very close friends	Talking about friends. Snoring. Waterfields, the bakers. Richmond sausages. Handkerchiefs. 	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=30	3531643	3531644
32	SAF8	the left I think --UNCLEARWORD oh oh I 'm going to do this I am I 'm sat too I	'm sat	back all relaxed I need to be you need to get focused yeah please do not mess with the table	the_AT left_NN1 I_PPIS1 think_VV0 --UNCLEARWORD_FU oh_UH oh_UH I_PPIS1 'm_VBM going_VVGK to_TO do_VDI this_DD1 I_PPIS1 am_VBM I_PPIS1 'm_VBM sat_VVN too_RR I_PPIS1	'm_VBM sat_VVN	back_RP all_DB relaxed_VVD I_PPIS1 need_VV0 to_TO be_VBI you_PPY need_VV0 to_TO get_VVI focused_VVN yeah_UH please_RR do_VD0 not_XX mess_VVI with_IW the_AT table_NN1	Friends talking about a variety of things	discussing, complaining, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	0:12:43	The Poacher (Pub) in Gorse Covert, Warrington.	2015 Q4	2015	Close family, partners, very close friends	Talking about friends. Snoring. Waterfields, the bakers. Richmond sausages. Handkerchiefs. 	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=31	3531647	3531648
33	SAR5	one lit- I would 've kicked the shit out of her cos the- not long after these fifty people had	been stood	outside my door calling me slag and she were one of them so I stood at the peephole watching mm	one_PN1 lit-_FU I_PPIS1 would_VM 've_VHI kicked_VVD the_AT shit_NN1 out_II21 of_II22 her_PPHO1 cos_CS the-_FU not_XX long_RR after_II these_DD2 fifty_MC people_NN had_VHD	been_VBN stood_VVN	outside_II my_APPGE door_NN1 calling_VVG me_APPGE slag_NN1 and_CC she_PPHS1 were_VBDR one_MC1 of_IO them_PPHO2 so_RR I_PPIS1 stood_VVD at_II the_AT peephole_NN1 watching_VVG mm_UH	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=32	3582017	3582018
34	SAR5	thi- the thing with them girls like you say is just like I could never imagine like us all like	being sat	sat in a room and then like me and you going back and like proper slating these lot all the	thi-_FU the_AT thing_NN1 with_IW them_PPHO2 girls_NN2 like_CS you_PPY say_VV0 is_VBZ just_RR like_RR I_PPIS1 could_VM never_RR imagine_VVI like_II us_PPIO2 all_DB like_II	being_VBG sat_VVN	sat_VVN in_II a_AT1 room_NN1 and_CC then_RT like_II me_PPIO1 and_CC you_PPY going_VVG back_RP and_CC like_RR proper_JJ slating_VVG these_DD2 lot_NN1 all_DB the_AT	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=33	3584223	3584224
35	SAR5	can remember once I were walking over to --ANONnameF 's flat and he he was there was someone person who	was sat	outside on the floor pissed and he were like oh you 're so fit I 'd fuck you all over	can_VM remember_VVI once_CS I_PPIS1 were_VBDR walking_VVG over_RP to_II --ANONnameF_NP1 's_GE flat_NN1 and_CC he_PPHS1 he_PPHS1 was_VBDZ there_EX was_VBDZ someone_PN1 person_NN1 who_PNQS	was_VBDZ sat_VVN	outside_RL on_II the_AT floor_NN1 pissed_JJ and_CC he_PPHS1 were_VBDR like_RR oh_UH you_PPY 're_VBR so_RG fit_JJ I_PPIS1 'd_VM fuck_VVI you_PPY all_RR over_II	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=34	3590112	3590113
36	SAR5	were doing is they were coming and ringing the doorbell and banging on the door on my door and I	were stood	watching through the peephole because I 'd heard them all calling me names and sh- singing --ANONnameF 's mum and	were_VBDR doing_VDG is_VBZ they_PPHS2 were_VBDR coming_VVG and_CC ringing_VVG the_AT doorbell_NN1 and_CC banging_VVG on_II the_AT door_NN1 on_II my_APPGE door_NN1 and_CC I_PPIS1	were_VBDR stood_VVN	watching_VVG through_II the_AT peephole_NN1 because_CS I_PPIS1 'd_VHD heard_VVN them_PPHO2 all_DB calling_VVG me_APPGE names_NN2 and_CC sh-_FU singing_VVG --ANONnameF_NP1 's_GE mum_NN1 and_CC	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=35	3591570	3591571
37	SAR5	and sh- singing --ANONnameF 's mum and all this lot and that like purposely to get to me so I	was stood	watching them though the peephole and recording what they were doing and they were ringing the fucking doorbell and then	and_CC sh-_FU singing_VVG --ANONnameF_NP1 's_GE mum_NN1 and_CC all_DB this_DD1 lot_NN1 and_CC that_DD1 like_RR purposely_RR to_TO get_VVI to_II me_PPIO1 so_RR I_PPIS1	was_VBDZ stood_VVN	watching_VVG them_PPHO2 though_RR the_AT peephole_NN1 and_CC recording_VVG what_DDQ they_PPHS2 were_VBDR doing_VDG and_CC they_PPHS2 were_VBDR ringing_VVG the_AT fucking_JJ doorbell_NN1 and_CC then_RT	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=36	3591605	3591606
38	SBBP	and it was like we had a meal with them all and you know in erm Harry Potter when everybody	's sitting	in that big dining room with all oh right it was like that they had a hall right and it	and_CC it_PPH1 was_VBDZ like_RR we_PPIS2 had_VHD a_AT1 meal_NN1 with_IW them_PPHO2 all_DB and_CC you_PPY know_VV0 in_II erm_UH Harry_NP1 Potter_NP1 when_CS everybody_PN1	's_VBZ sitting_VVG	in_II that_DD1 big_JJ dining_NN1 room_NN1 with_IW all_DB oh_UH right_RR it_PPH1 was_VBDZ like_II that_CST they_PPHS2 had_VHD a_AT1 hall_NN1 right_RR and_CC it_PPH1	comparative strangers talking bout visiting and working in Australia, and Sheffield dialect	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0266 S0269 S0314	3	2014-11-13	0:18:52	ANON's home	2014 Q4	2014	Strangers	Australia, business men's clothing, Queensland, bank loans, Sheffield dialect, Bristol, teaching, Southerners, farewells	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=37	3861350	3861351
39	SBBP	next to the tree you could hear the snap mm of the leaf mm leaving the branch oh so I	'm standing	there with the kids listening to all this snapping and it were just watching these leaves and they 're huge	next_II21 to_II22 the_AT tree_NN1 you_PPY could_VM hear_VVI the_AT snap_JJ mm_UH of_IO the_AT leaf_NN1 mm_UH leaving_VVG the_AT branch_NN1 oh_UH so_RR I_PPIS1	'm_VBM standing_VVG	there_RL with_IW the_AT kids_NN2 listening_VVG to_II all_DB this_DD1 snapping_VVG and_CC it_PPH1 were_VBDR just_RR watching_VVG these_DD2 leaves_NN2 and_CC they_PPHS2 're_VBR huge_JJ	comparative strangers talking bout visiting and working in Australia, and Sheffield dialect	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0266 S0269 S0314	3	2014-11-13	0:18:52	ANON's home	2014 Q4	2014	Strangers	Australia, business men's clothing, Queensland, bank loans, Sheffield dialect, Bristol, teaching, Southerners, farewells	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=38	3862439	3862440
40	SDHU	that I and so I could n't see past this you always are in those situations yeah right and we	were sitting	for ages so I switched my engine off finally we started moving I switched my engine on and started moving	that_CST I_PPIS1 and_CC so_RR I_PPIS1 could_VM n't_XX see_VVI past_II this_DD1 you_PPY always_RR are_VBR in_II those_DD2 situations_NN2 yeah_UH right_RR and_CC we_PPIS2	were_VBDR sitting_VVG	for_IF ages_NN2 so_RR I_PPIS1 switched_VVD my_APPGE engine_NN1 off_RP finally_RR we_PPIS2 started_VVD moving_VVG I_PPIS1 switched_VVD my_APPGE engine_NN1 on_RP and_CC started_VVD moving_VVG	Conversation over breakfast	Discussing, anecdote telling 	Revised	Texts not in Sample release	S0238 S0242	2	2014-09-11	0:52:48	My dining room, Bradford	2014 Q3	2014	Friends, wider family circle	scruffy clothes, breakfast, fruit farms, deserted medieval villages, roadworks, jam, coffee, growing herbs, old people, junk mail, phones, selling ANON's old house	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=39	4580982	4580983
41	SDHU	and I used to be taken to school but a neighbour whose daughter went to the same school and I	was standing	by his car on his drive waiting for them to come out of the house right cos they were faffing	and_CC I_PPIS1 used_VMK to_TO be_VBI taken_VVN to_II school_NN1 but_CCB a_AT1 neighbour_NN1 whose_DDQGE daughter_NN1 went_VVD to_II the_AT same_DA school_NN1 and_CC I_PPIS1	was_VBDZ standing_VVG	by_II his_APPGE car_NN1 on_II his_APPGE drive_NN1 waiting_VVG for_IF them_PPHO2 to_TO come_VVI out_II21 of_II22 the_AT house_NN1 right_RR cos_CS they_PPHS2 were_VBDR faffing_VVG	Conversation over breakfast	Discussing, anecdote telling 	Revised	Texts not in Sample release	S0238 S0242	2	2014-09-11	0:52:48	My dining room, Bradford	2014 Q3	2014	Friends, wider family circle	scruffy clothes, breakfast, fruit farms, deserted medieval villages, roadworks, jam, coffee, growing herbs, old people, junk mail, phones, selling ANON's old house	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=40	4582962	4582963
42	SDHU	actually because I loved that whole layout and everything and it was great if you were cooking mm people could	be sitting	at the table and you could be sitting at the table and you could put the food on the counter	actually_RR because_CS I_PPIS1 loved_VVD that_DD1 whole_JJ layout_NN1 and_CC everything_PN1 and_CC it_PPH1 was_VBDZ great_JJ if_CS you_PPY were_VBDR cooking_VVG mm_UH people_NN could_VM	be_VBI sitting_VVG	at_II the_AT table_NN1 and_CC you_PPY could_VM be_VBI sitting_VVG at_II the_AT table_NN1 and_CC you_PPY could_VM put_VVI the_AT food_NN1 on_II the_AT counter_NN1	Conversation over breakfast	Discussing, anecdote telling 	Revised	Texts not in Sample release	S0238 S0242	2	2014-09-11	0:52:48	My dining room, Bradford	2014 Q3	2014	Friends, wider family circle	scruffy clothes, breakfast, fruit farms, deserted medieval villages, roadworks, jam, coffee, growing herbs, old people, junk mail, phones, selling ANON's old house	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=41	4586371	4586372
43	SDHU	everything and it was great if you were cooking mm people could be sitting at the table and you could	be sitting	at the table and you could put the food on the counter yep yep yep yep and everything but the	everything_PN1 and_CC it_PPH1 was_VBDZ great_JJ if_CS you_PPY were_VBDR cooking_VVG mm_UH people_NN could_VM be_VBI sitting_VVG at_II the_AT table_NN1 and_CC you_PPY could_VM	be_VBI sitting_VVG	at_II the_AT table_NN1 and_CC you_PPY could_VM put_VVI the_AT food_NN1 on_II the_AT counter_NN1 yep_UH yep_UH yep_UH yep_UH and_CC everything_PN1 but_II the_AT	Conversation over breakfast	Discussing, anecdote telling 	Revised	Texts not in Sample release	S0238 S0242	2	2014-09-11	0:52:48	My dining room, Bradford	2014 Q3	2014	Friends, wider family circle	scruffy clothes, breakfast, fruit farms, deserted medieval villages, roadworks, jam, coffee, growing herbs, old people, junk mail, phones, selling ANON's old house	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=42	4586379	4586380
44	SDHU	erm a good opening bid as you may say mm yes something else that I 'd forgotten about until we	were sitting	in there last night oh sorry and possibly go and buy or carrying some well yes but that 's kind	erm_UH a_AT1 good_JJ opening_NN1 bid_NN1 as_CSA you_PPY may_VM say_VVI mm_UH yes_UH something_PN1 else_RR that_CST I_PPIS1 'd_VHD forgotten_VVN about_II until_CS we_PPIS2	were_VBDR sitting_VVG	in_II there_RL last_MD night_NNT1 oh_UH sorry_JJ and_CC possibly_RR go_VV0 and_CC buy_VV0 or_CC carrying_VVG some_DD well_RR yes_UH but_CCB that_DD1 's_VBZ kind_RR21	Conversation over breakfast	Discussing, anecdote telling 	Revised	Texts not in Sample release	S0238 S0242	2	2014-09-11	0:52:48	My dining room, Bradford	2014 Q3	2014	Friends, wider family circle	scruffy clothes, breakfast, fruit farms, deserted medieval villages, roadworks, jam, coffee, growing herbs, old people, junk mail, phones, selling ANON's old house	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=43	4588252	4588253
45	SDHU	get it off so I could actually do with some help with that but that 's not exactly it 's	been sitting	like that for a year literally so it 's not urgent erm so if we 've got time we can	get_VVI it_PPH1 off_RP so_RR I_PPIS1 could_VM actually_RR do_VDI with_IW some_DD help_NN1 with_IW that_DD1 but_CCB that_DD1 's_VBZ not_XX exactly_RR it_PPH1 's_VHZ	been_VBN sitting_VVG	like_II that_DD1 for_IF a_AT1 year_NNT1 literally_RR so_RR it_PPH1 's_VBZ not_XX urgent_JJ erm_UH so_RR if_CS we_PPIS2 've_VH0 got_VVN time_NNT1 we_PPIS2 can_VM	Conversation over breakfast	Discussing, anecdote telling 	Revised	Texts not in Sample release	S0238 S0242	2	2014-09-11	0:52:48	My dining room, Bradford	2014 Q3	2014	Friends, wider family circle	scruffy clothes, breakfast, fruit farms, deserted medieval villages, roadworks, jam, coffee, growing herbs, old people, junk mail, phones, selling ANON's old house	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=44	4588391	4588392
46	SEGU	I ca n't watch the adverts on TV I cry and then we had to watch this video and I	'm sat	there bawling yeah and I thought to out of everyone to send to the charity meeting mm really it was	I_PPIS1 ca_VM n't_XX watch_VVI the_AT adverts_NN2 on_II TV_NN1 I_PPIS1 cry_VV0 and_CC then_RT we_PPIS2 had_VHD to_TO watch_VVI this_DD1 video_NN1 and_CC I_PPIS1	'm_VBM sat_VVN	there_RL bawling_VVG yeah_UH and_CC I_PPIS1 thought_VVD to_II out_II21 of_II22 everyone_PN1 to_TO send_VVI to_II the_AT charity_NN1 meeting_NN1 mm_UH really_RR it_PPH1 was_VBDZ	Drinking coffee, discussing friends	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-02-25	1:43:04	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Friendships, relationships, clothes	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=45	4927193	4927194
47	SG87	n't get are brilliant for adults plus my mum and dad would 've been taking me to watch em and	be sat	there going these are actually good films --UNCLEARWORD I remember my mum took me to see Pokémon Movie I saw	n't_XX get_VVI are_VBR brilliant_JJ for_IF adults_NN2 plus_II my_APPGE mum_NN1 and_CC dad_NN1 would_VM 've_VHI been_VBN taking_VVG me_PPIO1 to_TO watch_VVI em_PPHO2 and_CC	be_VBI sat_VVN	there_RL going_VVG these_DD2 are_VBR actually_RR good_JJ films_NN2 --UNCLEARWORD_FU I_PPIS1 remember_VV0 my_APPGE mum_NN1 took_VVD me_PPIO1 to_TO see_VVI Pokémon_NP1 Movie_NN1 I_PPIS1 saw_VVD	Chatting in a pub	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0202 S0203	2	2014-08-19	0:33:28	In a bar	2014 Q3	2014	Close family, partners, very close friends	Food, money, hobbies, chips	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=46	5503531	5503532
48	SGHZ	drunk and she started talking to people that were n't there like we were waiting for the taxi and she	was stood	talking to this guy called --ANONnameM oh my god and it was really freaky it were just like it it	drunk_JJ and_CC she_PPHS1 started_VVD talking_VVG to_II people_NN that_CST were_VBDR n't_XX there_RL like_RR we_PPIS2 were_VBDR waiting_VVG for_IF the_AT taxi_NN1 and_CC she_PPHS1	was_VBDZ stood_VVN	talking_VVG to_II this_DD1 guy_NN1 called_VVN --ANONnameM_NP1 oh_UH my_APPGE god_NN1 and_CC it_PPH1 was_VBDZ really_RR freaky_JJ it_PPH1 were_VBDR just_RR like_II it_PPH1 it_PPH1	Friends chatting about general stuff	Discussing, Announcing	Revised	Texts within Sample release	S0202 S0208	2	2014-08-17	0:55:13	Doncaster	2014 Q3	2014	Close family, partners, very close friends	Friendships, Relationships, Making plans	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=47	5597279	5597280
49	SHXF	would Big Ears tell you to do with it then ? real classic all the way down the line I	was sat	watching it thinking they should put that on corporate stuff it a mind for a four year old at that	would_VM Big_JJ Ears_NN2 tell_VV0 you_PPY to_TO do_VDI with_IW it_PPH1 then_RT ?_YQUE real_RG classic_JJ all_DB the_AT way_NN1 down_II the_AT line_NN1 I_PPIS1	was_VBDZ sat_VVN	watching_VVG it_PPH1 thinking_VVG they_PPHS2 should_VM put_VVI that_DD1 on_II corporate_JJ stuff_NN1 it_PPH1 a_AT1 mind_NN1 for_IF a_AT1 four_MC year_NNT1 old_JJ at_II that_DD1	Acquaintances chatting after an exercise class.	Discussing, explaining, inquiring, complaining, advising,  anecdote telling	Original	Texts within Sample release	S0018 S0138	2	2012-04-04	0:30:27	A café in a tennis club, Solihull	2012 Q2	2012	Acquaintances	Weather and seasons, work, books, education, cities, language learning, coaching techniques	T14	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=48	5961916	5961917
50	SJG5	've been to hell and taken my family there it feels incredible to have this second chance aw but she	's sitting	in a winch so might not er carry on with her booze I could have one of those for my	've_VH0 been_VBN to_II hell_NN1 and_CC taken_VVN my_APPGE family_NN1 there_RL it_PPH1 feels_VVZ incredible_JJ to_TO have_VHI this_DD1 second_NNT1 chance_NN1 aw_UH but_CCB she_PPHS1	's_VBZ sitting_VVG	in_II a_AT1 winch_NN1 so_RR might_VM not_XX er_UH carry_VVI on_RP with_IW her_APPGE booze_NN1 I_PPIS1 could_VM have_VHI one_MC1 of_IO those_DD2 for_IF my_APPGE	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-16	1:04:15	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Food, stories, health	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=49	6164472	6164473
51	SJSS	I just yeah her friend when we were in France she had got really bad eczema in her arms we	were stood	k- like scratching it and it her arms were bleeding I was like sat trying to like stop fucking scratching	I_PPIS1 just_RR yeah_UH her_APPGE friend_NN1 when_CS we_PPIS2 were_VBDR in_II France_NP1 she_PPHS1 had_VHD got_VVN really_RR bad_JJ eczema_NN1 in_II her_APPGE arms_NN2 we_PPIS2	were_VBDR stood_VVN	k-_FU like_II scratching_VVG it_PPH1 and_CC it_PPH1 her_APPGE arms_NN2 were_VBDR bleeding_VVG I_PPIS1 was_VBDZ like_RR sat_VVN trying_VVG to_TO like_VVI stop_NN1 fucking_RR scratching_VVG	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining	Revised	Texts within Sample release	S0202 S0208 S0216 S0219	4	2014-10-04	0:28:50	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Soup, morning after pill, food, uni, work	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=50	6342191	6342192
52	SJSS	get it far enough because no I do n't having it there all day I 'm like er and you	're sat	yeah yeah that 's what I 'm like I feel like I feel like I can like put it where	get_VV0 it_PPH1 far_RR enough_RR because_CS no_UH I_PPIS1 do_VD0 n't_XX having_VHG it_PPH1 there_RL all_DB day_NNT1 I_PPIS1 'm_VBM like_RR er_UH and_CC you_PPY	're_VBR sat_VVN	yeah_UH yeah_UH that_DD1 's_VBZ what_DDQ I_PPIS1 'm_VBM like_RR I_PPIS1 feel_VV0 like_RR I_PPIS1 feel_VV0 like_RR I_PPIS1 can_VM like_RR put_VVI it_PPH1 where_CS	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining	Revised	Texts within Sample release	S0202 S0208 S0216 S0219	4	2014-10-04	0:28:50	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Soup, morning after pill, food, uni, work	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=51	6343106	6343107
53	SK3B	window mm they 've got a torch no it 's the it 's the light on the roof but he	was stood	up so his head blocked it do you think ? Cos he definitely had something in his hand did he	window_NN1 mm_UH they_PPHS2 've_VH0 got_VVN a_AT1 torch_NN1 no_UH it_PPH1 's_VBZ the_AT it_PPH1 's_VBZ the_AT light_NN1 on_II the_AT roof_NN1 but_CCB he_PPHS1	was_VBDZ stood_VVN	up_RP so_RR his_APPGE head_NN1 blocked_VVD it_PPH1 do_VD0 you_PPY think_VVI ?_YQUE Cos_CS he_PPHS1 definitely_RR had_VHN something_PN1 in_II his_APPGE hand_NN1 did_VDD he_PPHS1	Friends eating dinner, chatting.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-03-05	1:30:21	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, TV, monarchy	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=52	6417792	6417793
54	SK3B	's cake and it 'll be cake number two time mm yeah so as far as he 's concerned I	'm sat	on birthday cake and a birthday card which I am it 's just not in the house it 's at	's_GE cake_NN1 and_CC it_PPH1 'll_VM be_VBI cake_NN1 number_NN1 two_MC time_NNT1 mm_UH yeah_UH so_RR as_RG far_RR as_CSA he_PPHS1 's_VBZ concerned_JJ I_PPIS1	'm_VBM sat_VVN	on_II birthday_NN1 cake_NN1 and_CC a_AT1 birthday_NN1 card_NN1 which_DDQ I_PPIS1 am_VBM it_PPH1 's_VBZ just_RR not_XX in_II the_AT house_NN1 it_PPH1 's_VBZ at_II	Friends eating dinner, chatting.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-03-05	1:30:21	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, TV, monarchy	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=53	6419049	6419050
