Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
46	S7JG	herb it needs a blending D' you want the blender ? oh yeah I 'll do it now while I	'm stood	actually the really nice quiet blender we have yeah oh that would be better come here what is occurring ?	herb_NN1 it_PPH1 needs_VVZ a_AT1 blending_NN1 D'_VD0 you_PPY want_VVI the_AT blender_NN1 ?_YQUE oh_UH yeah_UH I_PPIS1 'll_VM do_VDI it_PPH1 now_RT while_CS I_PPIS1	'm_VBM stood_VVN	actually_RR the_AT really_RR nice_JJ quiet_JJ blender_NN1 we_PPIS2 have_VH0 yeah_UH oh_UH that_DD1 would_VM be_VBI better_JJR come_VV0 here_RL what_DDQ is_VBZ occurring_VVG ?_YQUE	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-04-15	3:18:53	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle	Food, films, the military 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=45	2314642	2314643
47	S7QE	the third one Derwent ? Derwent er Windermere and Ullswater mm mm mm cos coming I said --ANONnameM now will	be sat	on the settee thinking now when they come I 'll ask them about that question and say and he 'll	the_AT third_MD one_MC1 Derwent_NP1 ?_YQUE Derwent_NP1 er_UH Windermere_NP1 and_CC Ullswater_NP1 mm_UH mm_UH mm_UH cos_CS coming_VVG I_PPIS1 said_VVD --ANONnameM_NP1 now_RT will_VM	be_VBI sat_VVN	on_II the_AT settee_NN1 thinking_NN1 now_RT when_CS they_PPHS2 come_VV0 I_PPIS1 'll_VM ask_VVI them_PPHO2 about_II that_DD1 question_NN1 and_CC say_VV0 and_CC he_PPHS1 'll_VM	Grandparents visit	Discussing, Explaining, INquiring, Anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0251 S0252 S0368 S0369	4	2015-03-25	0:46:17	Sitting Room, Malton	2015 Q1	2015	Close family, partners, very close friends	Household matters	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=46	2453953	2453954
48	S7S2	we were n't getting pissed we --UNCLEARWORD we were drinking but we were n't really getting pissed like and we	were sat	at the top of the field and so we were facing this way and on your right-hand side is a	we_PPIS2 were_VBDR n't_XX getting_VVG pissed_JJ we_PPIS2 --UNCLEARWORD_FU we_PPIS2 were_VBDR drinking_VVG but_CCB we_PPIS2 were_VBDR n't_XX really_RR getting_VVG pissed_JJ like_RR and_CC we_PPIS2	were_VBDR sat_VVN	at_II the_AT top_NN1 of_IO the_AT field_NN1 and_CC so_RR we_PPIS2 were_VBDR facing_VVG this_DD1 way_NN1 and_CC on_II your_APPGE right-hand_JJ side_NN1 is_VBZ a_AT1	Friends chatting about general stuff	Discussing, explaining, inquiring	Revised	Texts within Sample release	S0202 S0208	2	2014-09-09	0:23:40	France	2014 Q3	2014	Close family, partners, very close friends	Sport, uni, work, bands	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=47	2501777	2501778
49	S7SU	really fucked because I do n't know them I know --ANONnameM I speak to --ANONnameM a lot hmm and he	was sat	with them which is the link between m- me and him via someone else and I said I passed --ANONnameM	really_RR fucked_VVN because_CS I_PPIS1 do_VD0 n't_XX know_VVI them_PPHO2 I_PPIS1 know_VV0 --ANONnameM_NP1 I_PPIS1 speak_VV0 to_II --ANONnameM_NP1 a_RR21 lot_RR22 hmm_UH and_CC he_PPHS1	was_VBDZ sat_VVN	with_IW them_PPHO2 which_DDQ is_VBZ the_AT link_NN1 between_II m-_FU me_PPIO1 and_CC him_PPHO1 via_II someone_PN1 else_RR and_CC I_PPIS1 said_VVD I_PPIS1 passed_VVD --ANONnameM_NP1	Friends eating dinner, chatting.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-04	2:04:38	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Food, relationships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=48	2525679	2525680
50	S8J6	been like and it was just sort of swooping over was it ? it 'd no it was so it	was sitting	on the roof like on the second floor there 's like a veranda There 's a lot of dodgy there	been_VBN like_II and_CC it_PPH1 was_VBDZ just_RR sort_RR21 of_RR22 swooping_VVG over_RP was_VBDZ it_PPH1 ?_YQUE it_PPH1 'd_VHD no_UH it_PPH1 was_VBDZ so_RR it_PPH1	was_VBDZ sitting_VVG	on_II the_AT roof_NN1 like_II on_II the_AT second_MD floor_NN1 there_EX 's_VBZ like_II a_AT1 veranda_NN1 There_EX 's_VBZ a_AT1 lot_NN1 of_IO dodgy_JJ there_EX		Discussing, explaining, anecdote telling	Original	Texts within Sample release	S0037 S0115	2	2012-02-01	0:45:18	ANON and ANON’s home, Cambridge	2012 Q1	2012	Close family, partners, very close friends	Cooking, football, going out, plants, work, films, Room 101, electronics, skincare, modern medicine	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=49	2781600	2781601
51	S8PT	see it really --UNCLEARWORD she was looking for yes she was looking for --UNCLEARWORD cos I spotted it and you	were sat	next to me I was like er --ANONnameF --UNCLEARWORD on your Facebook she were --UNCLEARWORD for ages --UNCLEARWORD really did	see_VVI it_PPH1 really_RR --UNCLEARWORD_FU she_PPHS1 was_VBDZ looking_VVG for_IF yes_UH she_PPHS1 was_VBDZ looking_VVG for_IF --UNCLEARWORD_FU cos_CS I_PPIS1 spotted_VVD it_PPH1 and_CC you_PPY	were_VBDR sat_VVN	next_II21 to_II22 me_PPIO1 I_PPIS1 was_VBDZ like_II er_UH --ANONnameF_NP1 --UNCLEARWORD_FU on_II your_APPGE Facebook_NN1 she_PPHS1 were_VBDR --UNCLEARWORD_FU for_IF ages_NN2 --UNCLEARWORD_FU really_RR did_VDD	Friends chatting about general stuff	Discussing, explaining, complaining, advising 	Revised	Texts not in Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	0:51:54	[unknown]	2014 Q3	2014	Close family, partners, very close friends	Shopping, what we are wearing, heels drinking, night out	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=50	2875438	2875439
52	S8PT	got --UNCLEARWORD with her ? well no basically I I think I got sunstroke cos I was freezing like I	was sat	outside BTM shaking either that or I 'd been drunk cos I was freezing --UNCLEARWORD not drunk I was like	got_VVN --UNCLEARWORD_FU with_IW her_PPHO1 ?_YQUE well_RR no_UH basically_RR I_PPIS1 I_PPIS1 think_VV0 I_PPIS1 got_VVD sunstroke_NN1 cos_CS I_PPIS1 was_VBDZ freezing_JJ like_RR I_PPIS1	was_VBDZ sat_VVN	outside_II BTM_NP1 shaking_VVG either_RR that_DD1 or_CC I_PPIS1 'd_VHD been_VBN drunk_JJ cos_CS I_PPIS1 was_VBDZ freezing_JJ --UNCLEARWORD_FU not_XX drunk_JJ I_PPIS1 was_VBDZ like_II	Friends chatting about general stuff	Discussing, explaining, complaining, advising 	Revised	Texts not in Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	0:51:54	[unknown]	2014 Q3	2014	Close family, partners, very close friends	Shopping, what we are wearing, heels drinking, night out	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=51	2875560	2875561
53	S8PT	at this one this guy and he thought er he thought he was a member of parliament oh so he	was standing	as you as --UNCLEARWORD Ed Miliband when Ed Miliband clearly wanted loud seems to be having like debates with him	at_II this_DD1 one_PN1 this_DD1 guy_NN1 and_CC he_PPHS1 thought_VVD er_UH he_PPHS1 thought_VVD he_PPHS1 was_VBDZ a_AT1 member_NN1 of_IO parliament_NN1 oh_UH so_RR he_PPHS1	was_VBDZ standing_VVG	as_II you_PPY as_CSA --UNCLEARWORD_FU Ed_NP1 Miliband_NP1 when_CS Ed_NP1 Miliband_NP1 clearly_RR wanted_VVD loud_RR seems_VVZ to_TO be_VBI having_VHG like_II debates_NN2 with_IW him_PPHO1	Friends chatting about general stuff	Discussing, explaining, complaining, advising 	Revised	Texts not in Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	0:51:54	[unknown]	2014 Q3	2014	Close family, partners, very close friends	Shopping, what we are wearing, heels drinking, night out	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=52	2877712	2877713
54	S8PT	convinced that there 's been three sat in her chairs and she was like there 's this fat man he	was sat	there and there 'd been no one in the house oh my god but she was convinced like hundred percent	convinced_JJ that_CST there_EX 's_VHZ been_VBN three_MC sat_VVD in_II her_APPGE chairs_NN2 and_CC she_PPHS1 was_VBDZ like_RR there_EX 's_VBZ this_DD1 fat_JJ man_NN1 he_PPHS1	was_VBDZ sat_VVN	there_RL and_CC there_EX 'd_VHD been_VBN no_PN121 one_PN122 in_II the_AT house_NN1 oh_UH my_APPGE god_NN1 but_CCB she_PPHS1 was_VBDZ convinced_JJ like_II hundred_NNO percent_NNU	Friends chatting about general stuff	Discussing, explaining, complaining, advising 	Revised	Texts not in Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	0:51:54	[unknown]	2014 Q3	2014	Close family, partners, very close friends	Shopping, what we are wearing, heels drinking, night out	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=53	2877889	2877890
55	S8S2	never respond oh come off it do you know how many fucking questions I 've asked you while you 've	been sat	there that you have n't responded too ? it must be at least ten shut up in half an hour	never_RR respond_VV0 oh_UH come_VV0 off_RP it_PPH1 do_VD0 you_PPY know_VVI how_RGQ many_DA2 fucking_JJ questions_NN2 I_PPIS1 've_VH0 asked_VVN you_PPY while_CS you_PPY 've_VH0	been_VBN sat_VVN	there_RL that_CST you_PPY have_VH0 n't_XX responded_VVN too_RR ?_YQUE it_PPH1 must_VM be_VBI at_RR21 least_RR22 ten_MC shut_VV0 up_RP in_II half_DB an_AT1 hour_NNT1	Chilling with my boyfriend	Discussing, explaining, inquiring, complaining	Revised	Texts not in Sample release	S0202 S0218	2	2014-10-03	0:22:56	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Celebrities, porn, daily activities	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=54	2942833	2942834
56	S8X7	n't know that you know just did n't was n't thinking properly can have so much of an impact and	was sitting	here thinking of you know when you have a problem you always think there is a way round his there	n't_XX know_VVI that_DD1 you_PPY know_VV0 just_RR did_VDD n't_XX was_VBDZ n't_XX thinking_VVG properly_RR can_VM have_VHI so_RG much_DA1 of_IO an_AT1 impact_NN1 and_CC	was_VBDZ sitting_VVG	here_RL thinking_NN1 of_IO you_PPY know_VV0 when_RRQ you_PPY have_VH0 a_AT1 problem_NN1 you_PPY always_RR think_VV0 there_EX is_VBZ a_AT1 way_NN1 round_II his_APPGE there_EX	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=55	2978162	2978163
57	S8X7	think there is a way round his there is a way I 've just got to find it and I	was sat	thinking there is n't one there 's actually nothing I can do --UNCLEARWORD at this point this and it 's	think_VV0 there_EX is_VBZ a_AT1 way_NN1 round_II his_APPGE there_EX is_VBZ a_AT1 way_NN1 I_PPIS1 've_VH0 just_RR got_VVN to_TO find_VVI it_PPH1 and_CC I_PPIS1	was_VBDZ sat_VVN	thinking_VVG there_EX is_VBZ n't_XX one_PN1 there_EX 's_VBZ actually_RR nothing_PN1 I_PPIS1 can_VM do_VDI --UNCLEARWORD_FU at_II this_DD1 point_NN1 this_DD1 and_CC it_PPH1 's_VBZ	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=56	2978196	2978197
58	S8X7	to get it into the park I want to see how my washing got very damaged one of the lads	was stood	at the back of the park chasing it in because if it was a double team chest in it was	to_TO get_VVI it_PPH1 into_II the_AT park_NN1 I_PPIS1 want_VV0 to_TO see_VVI how_RRQ my_APPGE washing_NN1 got_VVD very_RG damaged_JJ one_MC1 of_IO the_AT lads_NN2	was_VBDZ stood_VVN	at_II the_AT back_NN1 of_IO the_AT park_NN1 chasing_VVG it_PPH1 in_RP because_CS if_CS it_PPH1 was_VBDZ a_AT1 double_JJ team_NN1 chest_NN1 in_II it_PPH1 was_VBDZ	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=57	2980362	2980363
59	S8X7	what 's mental ? I was saying to these earlier right when I went to see the navy person I	'm sat	in the office and I 'm always the only girl there so I was looking out the window there 's	what_DDQ 's_VBZ mental_JJ ?_YQUE I_PPIS1 was_VBDZ saying_VVG to_II these_DD2 earlier_JJR right_RR when_CS I_PPIS1 went_VVD to_TO see_VVI the_AT navy_NN1 person_NN1 I_PPIS1	'm_VBM sat_VVN	in_II the_AT office_NN1 and_CC I_PPIS1 'm_VBM always_RR the_AT only_JJ girl_NN1 there_RL so_RR I_PPIS1 was_VBDZ looking_VVG out_RP the_AT window_NN1 there_EX 's_VBZ	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=58	2982340	2982341
60	S8X7	of him what 's his name ? oh right no I saw this guy --UNCLEARWORD about a year ago I	was stood	in H and M and I was looking at this guy 's tattoo and it was like em it was	of_IO him_PPHO1 what_DDQ 's_VBZ his_APPGE name_NN1 ?_YQUE oh_UH right_RR no_UH I_PPIS1 saw_VVD this_DD1 guy_NN1 --UNCLEARWORD_FU about_RG a_AT1 year_NNT1 ago_RA I_PPIS1	was_VBDZ stood_VVN	in_II H_ZZ1 and_CC M_ZZ1 and_CC I_PPIS1 was_VBDZ looking_VVG at_II this_DD1 guy_NN1 's_GE tattoo_NN1 and_CC it_PPH1 was_VBDZ like_II em_PPHO2 it_PPH1 was_VBDZ	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=59	2988008	2988009
61	S8X7	yeah me too and em these two came in making brr horse noises being really daft and --ANONnameM and I	were sat	in the garden I 'd been there all afternoon and --ANONnameF came down and like I was washing stuff yeah	yeah_UH me_PPIO1 too_RG and_CC em_FU these_DD2 two_MC came_VVD in_II making_VVG brr_NNU horse_NN1 noises_NN2 being_VBG really_RR daft_JJ and_CC --ANONnameM_NP1 and_CC I_PPIS1	were_VBDR sat_VVN	in_II the_AT garden_NN1 I_PPIS1 'd_VHD been_VBN there_RL all_DB afternoon_NNT1 and_CC --ANONnameF_NP1 came_VVD down_RP and_CC like_RR I_PPIS1 was_VBDZ washing_VVG stuff_NN1 yeah_UH	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=60	2992315	2992316
62	S8X7	are I 'd be in actually on a submarine they pop them out all the time whereas I wanted to	be sitting	on a ship cos that 's what I like the whole team ship thing do you want to have a	are_VBR I_PPIS1 'd_VM be_VBI in_RP actually_RR on_II a_AT1 submarine_NN1 they_PPHS2 pop_VV0 them_PPHO2 out_RP all_DB the_AT time_NNT1 whereas_CS I_PPIS1 wanted_VVD to_TO	be_VBI sitting_VVG	on_II a_AT1 ship_NN1 cos_CS that_DD1 's_VBZ what_DDQ I_PPIS1 like_VV0 the_AT whole_JJ team_NN1 ship_NN1 thing_NN1 do_VD0 you_PPY want_VVI to_TO have_VHI a_AT1	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=61	2993346	2993347
63	S94Z	the boat comes in after the sales but erm mm but so that 's like another pot of money that	's sitting	there yeah and it 's I have n't got a problem wi- cou- we never ever go in I think	the_AT boat_NN1 comes_VVZ in_RP after_II the_AT sales_NN but_CCB erm_UH mm_UH but_CCB so_RR that_DD1 's_VBZ like_II another_DD1 pot_NN1 of_IO money_NN1 that_CST	's_VBZ sitting_VVG	there_RL yeah_UH and_CC it_PPH1 's_VBZ I_PPIS1 have_VH0 n't_XX got_VVN a_AT1 problem_NN1 wi-_FU cou-_FU we_PPIS2 never_RR ever_RR go_VV0 in_RP I_PPIS1 think_VV0	Family talking about money saving/investments/management and general life advice, and playing games.	Discussing, inquiring, advising, anecdote telling, telling jokes,	Revised	Texts not in Sample release	S0543 S0561 S0564 S0565 S0566 S0639 S0640	7	2016-01-01	1:30:14	In ANON and ANON’s home.	2016 Q1	2016	Close family, partners, very close friends	Money/finance/investment, housing, marriage, money managing and advice, jobs, banking/credit cards, insurance, life/death and funerals, games and gaming/general terminology related to game.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=62	3026441	3026442
64	S94Z	--ANONnameF at the other said yeah I 've turned this zero I mean I still hold that was where I	was sat	was it ? no yes I still hold erm there should be a rule that you have your first course	--ANONnameF_NP1 at_II the_AT other_NN1 said_VVD yeah_UH I_PPIS1 've_VH0 turned_VVN this_DD1 zero_NN1 I_PPIS1 mean_VV0 I_PPIS1 still_RR hold_VV0 that_DD1 was_VBDZ where_RRQ I_PPIS1	was_VBDZ sat_VVN	was_VBDZ it_PPH1 ?_YQUE no_UH yes_UH I_PPIS1 still_RR hold_VV0 erm_UH there_EX should_VM be_VBI a_AT1 rule_NN1 that_CST you_PPY have_VH0 your_APPGE first_MD course_NN1	Family talking about money saving/investments/management and general life advice, and playing games.	Discussing, inquiring, advising, anecdote telling, telling jokes,	Revised	Texts not in Sample release	S0543 S0561 S0564 S0565 S0566 S0639 S0640	7	2016-01-01	1:30:14	In ANON and ANON’s home.	2016 Q1	2016	Close family, partners, very close friends	Money/finance/investment, housing, marriage, money managing and advice, jobs, banking/credit cards, insurance, life/death and funerals, games and gaming/general terminology related to game.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=63	3031466	3031467
65	S94Z	at the end of the game do n't wait till the start of the next one when it could have	been sitting	in a cupboard for three weeks yeah that was the case in a couple of them I think yeah yeah	at_II the_AT end_NN1 of_IO the_AT game_NN1 do_VD0 n't_XX wait_VVI till_II the_AT start_NN1 of_IO the_AT next_MD one_PN1 when_CS it_PPH1 could_VM have_VHI	been_VBN sitting_VVG	in_II a_AT1 cupboard_NN1 for_IF three_MC weeks_NNT2 yeah_UH that_DD1 was_VBDZ the_AT case_NN1 in_II a_AT1 couple_NN1 of_IO them_PPHO2 I_PPIS1 think_VV0 yeah_UH yeah_UH	Family talking about money saving/investments/management and general life advice, and playing games.	Discussing, inquiring, advising, anecdote telling, telling jokes,	Revised	Texts not in Sample release	S0543 S0561 S0564 S0565 S0566 S0639 S0640	7	2016-01-01	1:30:14	In ANON and ANON’s home.	2016 Q1	2016	Close family, partners, very close friends	Money/finance/investment, housing, marriage, money managing and advice, jobs, banking/credit cards, insurance, life/death and funerals, games and gaming/general terminology related to game.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=64	3035043	3035044
66	S9WP	a long day at work they do n't want to Do n't want to be --UNCLEARWORD Do n't want to	be sat	in a car They certainly do n't want to be sat behind somebody at a traffic lights who stalls their	a_AT1 long_JJ day_NNT1 at_II work_NN1 they_PPHS2 do_VD0 n't_XX want_VVI to_TO Do_VD0 n't_XX want_VVI to_TO be_VBI --UNCLEARWORD_FU Do_VD0 n't_XX want_VVI to_TO	be_VBI sat_VVN	in_II a_AT1 car_NN1 They_PPHS2 certainly_RR do_VD0 n't_XX want_VVI to_TO be_VBI sat_VVN behind_II somebody_PN1 at_II a_AT1 traffic_NN1 lights_NN2 who_PNQS stalls_VVZ their_APPGE	Colleagues Complaining about Things they do not Like	Complaining	Original	Texts within Sample release	S0081 S0090	2	2012-04-05	0:22:19	Student accomodation, Salford	2012 Q2	2012	Colleagues	 Things I do not like	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=65	3323859	3323860
67	S9WP	n't want to be --UNCLEARWORD Do n't want to be sat in a car They certainly do n't want to	be sat	behind somebody at a traffic lights who stalls their car like three or four times because some instructor decides oh	n't_XX want_VVI to_TO be_VBI --UNCLEARWORD_FU Do_VD0 n't_XX want_VVI to_TO be_VBI sat_VVN in_II a_AT1 car_NN1 They_PPHS2 certainly_RR do_VD0 n't_XX want_VVI to_TO	be_VBI sat_VVN	behind_II somebody_PN1 at_II a_AT1 traffic_NN1 lights_NN2 who_PNQS stalls_VVZ their_APPGE car_NN1 like_II three_MC or_CC four_MC times_NNT2 because_CS some_DD instructor_NN1 decides_VVZ oh_UH	Colleagues Complaining about Things they do not Like	Complaining	Original	Texts within Sample release	S0081 S0090	2	2012-04-05	0:22:19	Student accomodation, Salford	2012 Q2	2012	Colleagues	 Things I do not like	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=66	3323870	3323871
68	S9YG	? I 'll stop this as well --UNCLEARWORD yeah oh she 's very organised --UNCLEARWORD there we are hello I	was sat	hello hello there we are erm no I was sat on the balcony on Tuesday for hours reading and drinking	?_YQUE I_PPIS1 'll_VM stop_VVI this_DD1 as_RR21 well_RR22 --UNCLEARWORD_FU yeah_UH oh_UH she_PPHS1 's_VBZ very_RG organised_JJ --UNCLEARWORD_FU there_RL we_PPIS2 are_VBR hello_UH I_PPIS1	was_VBDZ sat_VVN	hello_UH hello_UH there_RL we_PPIS2 are_VBR erm_UH no_UH I_PPIS1 was_VBDZ sat_VVN on_II the_AT balcony_NN1 on_II Tuesday_NPD1 for_IF hours_NNT2 reading_VVG and_CC drinking_NN1	Two friends talking about various topics (see 9 above) in the flat of one friend, in Tarnow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-02-11	0:47:05	ANON’s flat in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=67	3363523	3363524
69	S9YG	she 's very organised --UNCLEARWORD there we are hello I was sat hello hello there we are erm no I	was sat	on the balcony on Tuesday for hours reading and drinking tea very good I just needed the sun yeah and	she_PPHS1 's_VBZ very_RG organised_JJ --UNCLEARWORD_FU there_RL we_PPIS2 are_VBR hello_UH I_PPIS1 was_VBDZ sat_VVN hello_UH hello_UH there_RL we_PPIS2 are_VBR erm_UH no_UH I_PPIS1	was_VBDZ sat_VVN	on_II the_AT balcony_NN1 on_II Tuesday_NPD1 for_IF hours_NNT2 reading_VVG and_CC drinking_NN1 tea_NN1 very_RG good_JJ I_PPIS1 just_RR needed_VVD the_AT sun_NN1 yeah_UH and_CC	Two friends talking about various topics (see 9 above) in the flat of one friend, in Tarnow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-02-11	0:47:05	ANON’s flat in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=68	3363533	3363534
70	SA7J	yeah girls and boys yeah then it 's easier one two three girls and boys it 's easier if you	're sat	close to each other then to fi- to follow round oh okay it does n't matter does it ? or	yeah_UH girls_NN2 and_CC boys_NN2 yeah_UH then_RT it_PPH1 's_VBZ easier_JJR one_MC1 two_MC three_MC girls_NN2 and_CC boys_NN2 it_PPH1 's_VBZ easier_JJR if_CS you_PPY	're_VBR sat_VVN	close_RR to_II each_PPX221 other_PPX222 then_RT to_TO fi-_FU to_TO follow_VVI round_RP oh_UH okay_RR it_PPH1 does_VDZ n't_XX matter_VVI does_VDZ it_PPH1 ?_YQUE or_CC	Family talking whilst playing a group game around Christmas time.	Discussing, explaining, inquiring, complaining, advising requesting, announcing, making arrangements, apologising, telling jokes	Revised	Texts not in Sample release	S0543 S0561 S0563 S0564 S0565 S0566 S0568 S0569 S0639 S0640 S0665 S0691	12	2015-12-28	1:15:22	In ANON’s house.	2015 Q4	2015	Close family, partners, very close friends	Games, general game questions, alcohol, people, weather, songs, dogs, places, food, day-to-day arrangements/events, history, gender, gender norms, culture, 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=69	3445692	3445693
71	SAF8	it a bit to the left I think --UNCLEARWORD oh oh I 'm going to do this I am I	'm sat	too I 'm sat back all relaxed I need to be you need to get focused yeah please do not	it_PPH1 a_RR21 bit_RR22 to_II the_AT left_NN1 I_PPIS1 think_VV0 --UNCLEARWORD_FU oh_UH oh_UH I_PPIS1 'm_VBM going_VVGK to_TO do_VDI this_DD1 I_PPIS1 am_VBM I_PPIS1	'm_VBM sat_VVN	too_RR I_PPIS1 'm_VBM sat_VVN back_RP all_DB relaxed_VVD I_PPIS1 need_VV0 to_TO be_VBI you_PPY need_VV0 to_TO get_VVI focused_VVN yeah_UH please_RR do_VD0 not_XX	Friends talking about a variety of things	discussing, complaining, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	0:12:43	The Poacher (Pub) in Gorse Covert, Warrington.	2015 Q4	2015	Close family, partners, very close friends	Talking about friends. Snoring. Waterfields, the bakers. Richmond sausages. Handkerchiefs. 	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=70	3531643	3531644
