Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
25	SAVW	line now mm I remember when mammy was looking for houses like when we were buying this one and I	was sat	next to her on my laptop cos she was on hers looking for like houses and I was on mine	line_NN1 now_RT mm_UH I_PPIS1 remember_VV0 when_RRQ mammy_NN1 was_VBDZ looking_VVG for_IF houses_NN2 like_RR when_CS we_PPIS2 were_VBDR buying_VVG this_DD1 one_PN1 and_CC I_PPIS1	was_VBDZ sat_VVN	next_II21 to_II22 her_PPHO1 on_II my_APPGE laptop_NN1 cos_CS she_PPHS1 was_VBDZ on_II hers_PPGE looking_JJ for_IF like_JJ houses_NN2 and_CC I_PPIS1 was_VBDZ on_II mine_NN1	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing explaining, adecdote telling making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	2:06:11	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Water bottles, pens, journey, lunch/dinner/supper, tea/coffee, Holland and Barrett, Irritable Bowel Syndrome, moving house, cooking, chocolate, manor houses, money, travelling, immigration, Japan, racism, liquorice/medicine, pets, post/delivery, amazon, Jurassic park, DVDS, unpacking, moving house, furniture, cars, delivery, washing machine, counties, Latin, examiners/exams, traffic, cars, inventions, cat flaps, Egyptians, cat in the hat, moomins, Norway, northern lights, taste, languages (Hungarian). 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=24	3688592	3688593
26	SAVW	no like no qualms about being openly racist people will say it like but now it is if if you	're sat	there well --UNCLEARWORD with like a couple of people someone might say something like quietly do you know what I	no_UH like_RR no_AT qualms_NN2 about_II being_VBG openly_RR racist_JJ people_NN will_VM say_VVI it_PPH1 like_RR but_CCB now_RT it_PPH1 is_VBZ if_CS if_CS you_PPY	're_VBR sat_VVN	there_RL well_RR --UNCLEARWORD_FU with_IW like_II a_AT1 couple_NN1 of_IO people_NN someone_PN1 might_VM say_VVI something_PN1 like_II quietly_RR do_VD0 you_PPY know_VVI what_DDQ I_PPIS1	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing explaining, adecdote telling making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	2:06:11	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Water bottles, pens, journey, lunch/dinner/supper, tea/coffee, Holland and Barrett, Irritable Bowel Syndrome, moving house, cooking, chocolate, manor houses, money, travelling, immigration, Japan, racism, liquorice/medicine, pets, post/delivery, amazon, Jurassic park, DVDS, unpacking, moving house, furniture, cars, delivery, washing machine, counties, Latin, examiners/exams, traffic, cars, inventions, cat flaps, Egyptians, cat in the hat, moomins, Norway, northern lights, taste, languages (Hungarian). 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=25	3691673	3691674
27	SAVW	we stopped like just before we got to Oxford or something and like we could barely walk cos we 'd	been sat	in the car for like ? mm I do n't even know how long yeah cos it took us quite	we_PPIS2 stopped_VVD like_RR just_RR before_CS we_PPIS2 got_VVD to_II Oxford_NP1 or_CC something_PN1 and_CC like_RR we_PPIS2 could_VM barely_RR walk_VVI cos_CS we_PPIS2 'd_VHD	been_VBN sat_VVN	in_II the_AT car_NN1 for_IF like_RR ?_YQUE mm_UH I_PPIS1 do_VD0 n't_XX even_RR know_VVI how_RGQ long_JJ yeah_UH cos_CS it_PPH1 took_VVD us_PPIO2 quite_RG	Father and daughter converse on journey to Cornwall (summer holiday)	Discussing explaining, adecdote telling making arrangements	Revised	Texts within Sample release	S0421 S0423	2	2015-07-06	2:06:11	A car journey from Manchester to Cornwall (going on holiday)	2015 Q3	2015	Close family, partners, very close friends	Water bottles, pens, journey, lunch/dinner/supper, tea/coffee, Holland and Barrett, Irritable Bowel Syndrome, moving house, cooking, chocolate, manor houses, money, travelling, immigration, Japan, racism, liquorice/medicine, pets, post/delivery, amazon, Jurassic park, DVDS, unpacking, moving house, furniture, cars, delivery, washing machine, counties, Latin, examiners/exams, traffic, cars, inventions, cat flaps, Egyptians, cat in the hat, moomins, Norway, northern lights, taste, languages (Hungarian). 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=26	3698743	3698744
28	SB5E	are tog- some people together just make you feel a bit like yeah I know what you mean like he	was sat	there I feel like that and she was like feeling his arse while he was cooking she was what ?	are_VBR tog-_FU some_DD people_NN together_RL just_RR make_VV0 you_PPY feel_VVI a_RR21 bit_RR22 like_II yeah_UH I_PPIS1 know_VV0 what_DDQ you_PPY mean_VV0 like_RR he_PPHS1	was_VBDZ sat_VVN	there_RL I_PPIS1 feel_VV0 like_II that_DD1 and_CC she_PPHS1 was_VBDZ like_RR feeling_VVG his_APPGE arse_NN1 while_CS he_PPHS1 was_VBDZ cooking_VVG she_PPHS1 was_VBDZ what_DDQ ?_YQUE	Flatmates talking in the kitchen in the evening	Discussing, complaining, anecdote telling, 	Revised	Texts not in Sample release	S0529 S0530 S0532 S0533	4	2015-11-09	0:59:59	Uni accommodation kitchen, Lancaster University	2015 Q4	2015	Friends, wider family circle	Money, uni accommodation complaining, family, gossip	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=27	3781257	3781258
29	SB5E	whole time he was cooking a chicken she was like rubbing his arse but for the whole time and he	was stood	here and he was just going like this like yeah I do n't know whose pepper this is I 'm	whole_JJ time_NNT1 he_PPHS1 was_VBDZ cooking_VVG a_AT1 chicken_NN1 she_PPHS1 was_VBDZ like_RR rubbing_VVG his_APPGE arse_NN1 but_II21 for_II22 the_AT whole_JJ time_NNT1 and_CC he_PPHS1	was_VBDZ stood_VVN	here_RL and_CC he_PPHS1 was_VBDZ just_RR going_VVG like_II this_DD1 like_RR yeah_UH I_PPIS1 do_VD0 n't_XX know_VVI whose_DDQGE pepper_NN1 this_DD1 is_VBZ I_PPIS1 'm_VBM	Flatmates talking in the kitchen in the evening	Discussing, complaining, anecdote telling, 	Revised	Texts not in Sample release	S0529 S0530 S0532 S0533	4	2015-11-09	0:59:59	Uni accommodation kitchen, Lancaster University	2015 Q4	2015	Friends, wider family circle	Money, uni accommodation complaining, family, gossip	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=28	3781315	3781316
30	SB6S	quite severely is noticeable limp hurts to do anything twinges yeah and a slow pain it hurts even when you	're sitting	or lying yeah that was you and then the third one is like completely fucked ca n't do anything at	quite_RG severely_RR is_VBZ noticeable_JJ limp_NN1 hurts_VVZ to_TO do_VDI anything_PN1 twinges_NN2 yeah_UH and_CC a_AT1 slow_JJ pain_NN1 it_PPH1 hurts_VVZ even_CS21 when_CS22 you_PPY	're_VBR sitting_VVG	or_CC lying_VVG yeah_UH that_DD1 was_VBDZ you_PPY and_CC then_RT the_AT third_MD one_PN1 is_VBZ like_RR completely_RR fucked_VVN ca_VM n't_XX do_VDI anything_PN1 at_RR21	Two friends talking about various topics (see 9 above) in a café in Tarnow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-29	0:45:06	A café in the town square, Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Holiday plans, gym, cleaning, CV & job applications, teaching/learning a language, cats, housemates, friends, identity.	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=29	3792921	3792922
31	SEPP	do n't like about academia mm I mean when I first started my PhD I remember this I was I	was sat	waiting for waiting to see my supervisor in the sort of communal area outside his office and so I was	do_VD0 n't_XX like_VVI about_II academia_NN1 mm_UH I_PPIS1 mean_VV0 when_CS I_PPIS1 first_MD started_VVD my_APPGE PhD_NN1 I_PPIS1 remember_VV0 this_DD1 I_PPIS1 was_VBDZ I_PPIS1	was_VBDZ sat_VVN	waiting_VVG for_IF waiting_VVG to_TO see_VVI my_APPGE supervisor_NN1 in_II the_AT sort_NN1 of_IO communal_JJ area_NN1 outside_II his_APPGE office_NN1 and_CC so_RR I_PPIS1 was_VBDZ	Friends plan Christmas dinner and catch up over a beer or two	Discussing, explaining, Anecdote telling, making arrangements	Revised	Texts within Sample release	S0144 S0424	2	2014-12-20	2:48:03	Speakers' home, China	2014 Q4	2014	Friends, wider family circle	Christmas, movies, friends	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=30	5010489	5010490
32	SGV4	's the issue with these young men not making eye contact maybe their eyesight is so good well so they	're sat	next to someone and they look in someone 's eyes and it 's so HD that they go blind it	's_VBZ the_AT issue_NN1 with_IW these_DD2 young_JJ men_NN2 not_XX making_VVG eye_NN1 contact_NN1 maybe_RR their_APPGE eyesight_NN1 is_VBZ so_RG good_JJ well_RR so_CS they_PPHS2	're_VBR sat_VVN	next_II21 to_II22 someone_PN1 and_CC they_PPHS2 look_VV0 in_II someone_PN1 's_GE eyes_NN2 and_CC it_PPH1 's_VBZ so_RR HD_NP1 that_CST they_PPHS2 go_VV0 blind_JJ it_PPH1	Two friends talking about various topics (see 9 above) in the Jana Hotel in Tarnow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-02-16	0:25:59	The Jana Hotel in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Discussing films, Australia, teaching/marking, sleep, learning a language, private students, gym/strength. 	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=31	5665226	5665227
33	SGV4	just a couple with a bit of attitude and a couple who are shy and you know even if they	're sat	outside the room waiting to start they do n't talk to each other mm where as in all the other	just_RR a_AT1 couple_NN1 with_IW a_AT1 bit_NN1 of_IO attitude_NN1 and_CC a_AT1 couple_NN1 who_PNQS are_VBR shy_JJ and_CC you_PPY know_VV0 even_CS21 if_CS22 they_PPHS2	're_VBR sat_VVN	outside_II the_AT room_NN1 waiting_VVG to_TO start_VVI they_PPHS2 do_VD0 n't_XX talk_VVI to_II each_PPX221 other_PPX222 mm_UH where_RRQ as_II in_II all_DB the_AT other_JJ	Two friends talking about various topics (see 9 above) in the Jana Hotel in Tarnow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-02-16	0:25:59	The Jana Hotel in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Discussing films, Australia, teaching/marking, sleep, learning a language, private students, gym/strength. 	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=32	5665726	5665727
34	SJBX	conversations oh no I no no no I disagree mm very nice though in n it ? cos I could	be stood	up there and you two could be whispering about me you collecting them there are you ? you collecting them	conversations_NN2 oh_UH no_UH I_PPIS1 no_UH no_UH no_UH I_PPIS1 disagree_VV0 mm_UH very_RG nice_JJ though_RR in_VBZ n_XX it_PPH1 ?_YQUE cos_CS I_PPIS1 could_VM	be_VBI stood_VVN	up_RP there_RL and_CC you_PPY two_MC could_VM be_VBI whispering_VVG about_II me_PPIO1 you_PPY collecting_VVG them_PPHO2 there_RL are_VBR you_PPY ?_YQUE you_PPY collecting_VVG them_PPHO2	Family discussing “would you rather” game at the table around Christmas dinner.	Discussing, explaining, inquiring, complaining, anouncing, telling jokes	Revised	Texts not in Sample release	S0543 S0561 S0563 S0564 S0565 S0566 S0568 S0569 S0691	9	2015-12-25	1:04:17	In a small town, in speaker 8 and 9’s house.	2015 Q4	2015	Close family, partners, very close friends	Would you rather, random scenarios, mundane actions and activities	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=33	6110317	6110318
35	SJJK	have to fault myself it 's nearly film o'clock yeah it clicks yes but these poor people they 've just	been stood	around all day I know well someone is going to get --UNCLEARWORD I think that must be so difficult when	have_VHI to_TO fault_VVI myself_PPX1 it_PPH1 's_VBZ nearly_RR film_NN1 o'clock_RA yeah_UH it_PPH1 clicks_VVZ yes_UH but_CCB these_DD2 poor_JJ people_NN they_PPHS2 've_VH0 just_RR	been_VBN stood_VVN	around_II all_DB day_NNT1 I_PPIS1 know_VV0 well_RR someone_PN1 is_VBZ going_VVGK to_TO get_VVI --UNCLEARWORD_FU I_PPIS1 think_VV0 that_DD1 must_VM be_VBI so_RG difficult_JJ when_CS	Two friends talking about various topics (see 9 above) in a newly-opened bistro in Tarnow, Poland.	Discussing	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-23	0:52:15	In a newly-opened bistro in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	The newly-opened bistro, addiction, identity, dreams, fitness, friendships, shops, periods. 	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=34	6206031	6206032
36	SJM7	we had well I had my feet were almost covered you had your sandals on I killed one while we	're sat	in that café waiting for your dad and --ANONnameM which café ? the one across the road from the train	we_PPIS2 had_VHD well_RR I_PPIS1 had_VHD my_APPGE feet_NN2 were_VBDR almost_RR covered_VVN you_PPY had_VHD your_APPGE sandals_NN2 on_II I_PPIS1 killed_VVD one_PN1 while_CS we_PPIS2	're_VBR sat_VVN	in_II that_DD1 café_NN1 waiting_VVG for_IF your_APPGE dad_NN1 and_CC --ANONnameM_NP1 which_DDQ café_NN1 ?_YQUE the_AT one_PN1 across_II the_AT road_NN1 from_II the_AT train_NN1	Family conversation during a train journey	Discussing, explaining, inquiring, announcing, making arrangements	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-18	1:24:17	[unknown]	2016 Q2	2016	Close family, partners, very close friends	Family, Food, Air travel, Friends, Shootings in America, Weather, Shaving, Houses, YouTube, Football, Alcohol, Venice	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=35	6240890	6240891
37	SJM7	and er we 're doing this for him and he 's doing none of the talking I am talking you	're sat	there in silence did you have a look at the weather forecast --ANONnameM for where we 're going ? no	and_CC er_UH we_PPIS2 're_VBR doing_VDG this_DD1 for_IF him_PPHO1 and_CC he_PPHS1 's_VBZ doing_VDG none_PN of_IO the_AT talking_NN1 I_PPIS1 am_VBM talking_VVG you_PPY	're_VBR sat_VVN	there_RL in_II silence_NN1 did_VDD you_PPY have_VHI a_AT1 look_NN1 at_II the_AT weather_NN1 forecast_NN1 --ANONnameM_NP1 for_IF where_RRQ we_PPIS2 're_VBR going_VVG ?_YQUE no_UH	Family conversation during a train journey	Discussing, explaining, inquiring, announcing, making arrangements	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-18	1:24:17	[unknown]	2016 Q2	2016	Close family, partners, very close friends	Family, Food, Air travel, Friends, Shootings in America, Weather, Shaving, Houses, YouTube, Football, Alcohol, Venice	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=36	6241041	6241042
38	SJM7	well and I kept yeah wondering why it was flushing when I was I was on the toilet what you	were stood	it ? oh Je- I was stood on the flush --UNCLEARWORD I just thought it was one of them automatic	well_RR22 and_CC I_PPIS1 kept_VVD yeah_UH wondering_VVG why_RRQ it_PPH1 was_VBDZ flushing_VVG when_CS I_PPIS1 was_VBDZ I_PPIS1 was_VBDZ on_II the_AT toilet_NN1 what_DDQ you_PPY	were_VBDR stood_VVN	it_PPH1 ?_YQUE oh_UH Je-_FU I_PPIS1 was_VBDZ stood_VVN on_II the_AT flush_NN1 --UNCLEARWORD_FU I_PPIS1 just_RR thought_VVD it_PPH1 was_VBDZ one_MC1 of_IO them_PPHO2 automatic_JJ	Family conversation during a train journey	Discussing, explaining, inquiring, announcing, making arrangements	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-18	1:24:17	[unknown]	2016 Q2	2016	Close family, partners, very close friends	Family, Food, Air travel, Friends, Shootings in America, Weather, Shaving, Houses, YouTube, Football, Alcohol, Venice	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=37	6247966	6247967
39	SJM7	it was flushing when I was I was on the toilet what you were stood it ? oh Je- I	was stood	on the flush --UNCLEARWORD I just thought it was one of them automatic ones people obviously know where we are	it_PPH1 was_VBDZ flushing_VVG when_CS I_PPIS1 was_VBDZ I_PPIS1 was_VBDZ on_II the_AT toilet_NN1 what_DDQ you_PPY were_VBDR stood_VVN it_PPH1 ?_YQUE oh_UH Je-_FU I_PPIS1	was_VBDZ stood_VVN	on_II the_AT flush_NN1 --UNCLEARWORD_FU I_PPIS1 just_RR thought_VVD it_PPH1 was_VBDZ one_MC1 of_IO them_PPHO2 automatic_JJ ones_NN2 people_NN obviously_RR know_VV0 where_RRQ we_PPIS2 are_VBR	Family conversation during a train journey	Discussing, explaining, inquiring, announcing, making arrangements	Revised	Texts not in Sample release	S0687 S0688 S0689 S0690	4	2016-06-18	1:24:17	[unknown]	2016 Q2	2016	Close family, partners, very close friends	Family, Food, Air travel, Friends, Shootings in America, Weather, Shaving, Houses, YouTube, Football, Alcohol, Venice	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=38	6247973	6247974
40	SJNC	here I 'm sure it was n't was n't it ? I do n't think so oh well I 've	been sat	here like I should go and do work and then --UNCLEARWORD work ? yeah what work do you have to	here_RL I_PPIS1 'm_VBM sure_JJ it_PPH1 was_VBDZ n't_XX was_VBDZ n't_XX it_PPH1 ?_YQUE I_PPIS1 do_VD0 n't_XX think_VVI so_RR oh_UH well_RR I_PPIS1 've_VH0	been_VBN sat_VVN	here_RL like_RR I_PPIS1 should_VM go_VVI and_CC do_VDI work_VVI and_CC then_RT --UNCLEARWORD_FU work_VV0 ?_YQUE yeah_UH what_DDQ work_NN1 do_VD0 you_PPY have_VHI to_TO	Talking with housemates over tea	Discussing, inquiring, anecdote telling, making arrangements, buying/selling	Revised	Texts not in Sample release	S0567 S0611 S0620 S0623	4	2016-01-10	0:38:47	All speakers’ rented uni home, Lancaster	2016 Q1	2016	Close family, partners, very close friends	Ordering food, flavoured vodka, making cake, Grease, story about someone being stabbed, getting back to the house, Physics work, reading, blood and biology, fish, wearing glasses, swimming, waking up to work, planning postponed Christmas meal, left food, haircuts, paying for pizza, new coins, buildings with copper	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=39	6277110	6277111
41	SLSS	think yeah I can see it I do n't know who I prefer if I 'm honest yeah I remember	being sat	at your table and your mum like just like double looked at me and I was like just like for	think_VV0 yeah_UH I_PPIS1 can_VM see_VVI it_PPH1 I_PPIS1 do_VD0 n't_XX know_VVI who_PNQS I_PPIS1 prefer_VV0 if_CS I_PPIS1 'm_VBM honest_JJ yeah_UH I_PPIS1 remember_VV0	being_VBG sat_VVN	at_II your_APPGE table_NN1 and_CC your_APPGE mum_NN1 like_RR just_RR like_II double_NN1 looked_VVD at_II me_PPIO1 and_CC I_PPIS1 was_VBDZ like_RR just_RR like_RR for_IF	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=40	6992125	6992126
42	SLSS	it is like a desk though to be fair what ? that 's where I yeah it 's cos I	'm sat	on that spinny chair and well they ask questions and I 'm I 'm sat at a spinning chair sat	it_PPH1 is_VBZ like_II a_AT1 desk_NN1 though_RR to_TO be_VBI fair_JJ what_DDQ ?_YQUE that_DD1 's_VBZ where_RRQ I_PPIS1 yeah_UH it_PPH1 's_VBZ cos_CS I_PPIS1	'm_VBM sat_VVN	on_II that_DD1 spinny_JJ chair_NN1 and_CC well_RR they_PPHS2 ask_VV0 questions_NN2 and_CC I_PPIS1 'm_VBM I_PPIS1 'm_VBM sat_VVN at_II a_AT1 spinning_JJ chair_NN1 sat_VVD	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=41	6992994	6992995
43	SLSS	yeah it 's cos I 'm sat on that spinny chair and well they ask questions and I 'm I	'm sat	at a spinning chair sat at a desk ? I can just I can just imagine --ANONnameF like just sat	yeah_UH it_PPH1 's_VBZ cos_CS I_PPIS1 'm_VBM sat_VVN on_II that_DD1 spinny_JJ chair_NN1 and_CC well_RR they_PPHS2 ask_VV0 questions_NN2 and_CC I_PPIS1 'm_VBM I_PPIS1	'm_VBM sat_VVN	at_II a_AT1 spinning_JJ chair_NN1 sat_VVD at_II a_AT1 desk_NN1 ?_YQUE I_PPIS1 can_VM just_RR I_PPIS1 can_VM just_RR imagine_VVI --ANONnameF_NP1 like_RR just_RR sat_VVD	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=42	6993009	6993010
44	SLSS	to stroke a duck ah do you remember ? --UNCLEARWORD what ? I remember sit- you 're a creep we	were sat	in your living room that 's all he wants in life and we heard that thud against the window in	to_TO stroke_VVI a_AT1 duck_NN ah_UH do_VD0 you_PPY remember_VVI ?_YQUE --UNCLEARWORD_FU what_DDQ ?_YQUE I_PPIS1 remember_VV0 sit-_FU you_PPY 're_VBR a_AT1 creep_NN1 we_PPIS2	were_VBDR sat_VVN	in_II your_APPGE living_NN1 room_NN1 that_DD1 's_VBZ all_DB he_PPHS1 wants_VVZ in_II life_NN1 and_CC we_PPIS2 heard_VVD that_DD1 thud_NN1 against_II the_AT window_NN1 in_II	Friends in the pub talking about various things.	Discussing, explaining, complaining, requesting, anecdote telling	Revised	Texts not in Sample release	S0583 S0584 S0585 S0586 S0587	5	2015-12-30	1:20:40	The Poacher (Pub), Gorse Covert - Warrington	2015 Q4	2015	Close family, partners, very close friends	Accents. Pokémon. Anecdotes. Manners. Talking about a friend. Smoking. New technology. Family. Fight/flight. Comfort. Camping. Animals. Asking for someone to go to the shop. Fitbit. Remembering when an event took place. After-eights. Service stations. Costa. Fighting.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=43	7000709	7000710
45	SNXG	stuff at uni w- why ca n't you then ? I can but it 's it 's because here I	'm sat	on my bed all the time there 's nothing else for me to sit on and so I 'm here	stuff_VVI at_II uni_NN1 w-_FU why_RRQ ca_VM n't_XX you_PPY then_RT ?_YQUE I_PPIS1 can_VM but_CCB it_PPH1 's_VBZ it_PPH1 's_VBZ because_CS here_RL I_PPIS1	'm_VBM sat_VVN	on_II my_APPGE bed_NN1 all_DB the_AT time_NNT1 there_EX 's_VBZ nothing_PN1 else_RR for_IF me_PPIO1 to_TO sit_VVI on_RP and_CC so_RR I_PPIS1 'm_VBM here_RL	Best friends catching up. (ANON’s Mum comes in now and again but wasn’t formally part of the recordings…) 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0585 S0587	2	2015-01-31	1:54:01	The Poacher (pub) in Gorse Covert, Warrington. 	2015 Q1	2015	Close family, partners, very close friends	). Napping, Music discussions, Other friends, Laughing at old pictures, Arguing…, 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=44	7841821	7841822
46	SNXG	well he was laughing his head off and we were like what ? what ? and he 's like just	been sat	on the step outside for fifteen minutes stroking Rosie oh he was laughing his head off it 's funny though	well_RR he_PPHS1 was_VBDZ laughing_VVG his_APPGE head_NN1 off_RP and_CC we_PPIS2 were_VBDR like_RR what_DDQ ?_YQUE what_DDQ ?_YQUE and_CC he_PPHS1 's_VHZ like_RR just_RR	been_VBN sat_VVN	on_II the_AT step_NN1 outside_RL for_IF fifteen_MC minutes_NNT2 stroking_VVG Rosie_NP1 oh_UH he_PPHS1 was_VBDZ laughing_VVG his_APPGE head_NN1 off_RP it_PPH1 's_VBZ funny_JJ though_RR	Best friends catching up. (ANON’s Mum comes in now and again but wasn’t formally part of the recordings…) 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0585 S0587	2	2015-01-31	1:54:01	The Poacher (pub) in Gorse Covert, Warrington. 	2015 Q1	2015	Close family, partners, very close friends	). Napping, Music discussions, Other friends, Laughing at old pictures, Arguing…, 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=45	7849997	7849998
47	SNXG	was n't like it was n't like I just did these twenty shots and then and I left it I	was sat	I was already pretty drunk cos I 'd been drinking vodka and Coke and then they we 're like oh	was_VBDZ n't_XX like_RR it_PPH1 was_VBDZ n't_XX like_RR I_PPIS1 just_RR did_VDD these_DD2 twenty_MC shots_NN2 and_CC then_RT and_CC I_PPIS1 left_VVD it_PPH1 I_PPIS1	was_VBDZ sat_VVN	I_PPIS1 was_VBDZ already_RR pretty_RG drunk_JJ cos_CS I_PPIS1 'd_VHD been_VBN drinking_VVG vodka_NN1 and_CC Coke_NN1 and_CC then_RT they_PPHS2 we_PPIS2 're_VBR like_RR oh_UH	Best friends catching up. (ANON’s Mum comes in now and again but wasn’t formally part of the recordings…) 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0585 S0587	2	2015-01-31	1:54:01	The Poacher (pub) in Gorse Covert, Warrington. 	2015 Q1	2015	Close family, partners, very close friends	). Napping, Music discussions, Other friends, Laughing at old pictures, Arguing…, 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=46	7861799	7861800
48	SPHJ	shit you ca n't move them around mm as half as much as you 'd like to and sometimes they	're sat	in like the worst combinations and to move them too much they 'd start getting really pissy yeah erm but	shit_VV0 you_PPY ca_VM n't_XX move_VVI them_PPHO2 around_RP mm_UH as_RG half_RR as_CSA much_RR as_CSA you_PPY 'd_VM like_VVI to_TO and_CC sometimes_RT they_PPHS2	're_VBR sat_VVN	in_RP like_II the_AT worst_JJT combinations_NN2 and_CC to_TO move_VVI them_PPHO2 too_RG much_DA1 they_PPHS2 'd_VM start_VVI getting_VVG really_RR pissy_JJ yeah_UH erm_UH but_CCB	Two friends talking about various topics (see 9 above) in the Bristol Hotel in Tarnow, Poland.	Discussing, explaining	Revised	Texts not in Sample release	S0618 S0619	2	2016-01-31	1:05:02	The Bristol Hotel in Tarnow, Poland	2016 Q1	2016	Friends, wider family circle	Discussing the menu in the hotel, having opinions & expressing them, homelessness & charitable giving, teaching English, cooking, clearing the clutter & plans for later that day.	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ob&batch=47	8119738	8119739
