Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
27	S6A5	to this table please do n't come well she comes to the table and --UNCLEARWORD hitting the --UNCLEARWORD cos I	'm sitting	like this at the table like this --ANONnameF behind me so you got got this Irish couple up and they	to_II this_DD1 table_NN1 please_RR do_VD0 n't_XX come_VVI well_RR she_PPHS1 comes_VVZ to_II the_AT table_NN1 and_CC --UNCLEARWORD_FU hitting_VVG the_AT --UNCLEARWORD_FU cos_CS I_PPIS1	'm_VBM sitting_VVG	like_II this_DD1 at_II the_AT table_NN1 like_II this_DD1 --ANONnameF_NP1 behind_II me_PPIO1 so_CS you_PPY got_VVD got_VVD this_DD1 Irish_JJ couple_NN1 up_RP and_CC they_PPHS2	talking about Liverpool over a cup of tea	Discussing, explaining	Revised	Texts within Sample release	S0012 S0013 S0152	3	2014-10-30	1:21:46	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=26	1753686	1753687
28	S6A5	it but we walked in and there was tables and there was really low chairs yeah ? so when you	're sat	at so when you 're sat in the chair your head was level with the table ? was almost level	it_PPH1 but_CCB we_PPIS2 walked_VVD in_RP and_CC there_EX was_VBDZ tables_NN2 and_CC there_EX was_VBDZ really_RR low_JJ chairs_NN2 yeah_UH ?_YQUE so_RR when_CS you_PPY	're_VBR sat_VVN	at_II so_RR when_CS you_PPY 're_VBR sat_VVN in_II the_AT chair_NN1 your_APPGE head_NN1 was_VBDZ level_JJ with_IW the_AT table_NN1 ?_YQUE was_VBDZ almost_RR level_JJ	talking about Liverpool over a cup of tea	Discussing, explaining	Revised	Texts within Sample release	S0012 S0013 S0152	3	2014-10-30	1:21:46	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=27	1754868	1754869
29	S6A5	there was tables and there was really low chairs yeah ? so when you 're sat at so when you	're sat	in the chair your head was level with the table ? was almost level with the table well and I	there_EX was_VBDZ tables_NN2 and_CC there_EX was_VBDZ really_RR low_JJ chairs_NN2 yeah_UH ?_YQUE so_RR when_CS you_PPY 're_VBR sat_VVN at_II so_RR when_CS you_PPY	're_VBR sat_VVN	in_II the_AT chair_NN1 your_APPGE head_NN1 was_VBDZ level_JJ with_IW the_AT table_NN1 ?_YQUE was_VBDZ almost_RR level_JJ with_IW the_AT table_NN1 well_RR and_CC I_PPIS1	talking about Liverpool over a cup of tea	Discussing, explaining	Revised	Texts within Sample release	S0012 S0013 S0152	3	2014-10-30	1:21:46	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=28	1754874	1754875
30	S6R4	I have dead quiet and they were screaming and yelling and the and then the door 's closed and I	was standing	there and I had a smiled And all of a sudden suddenly they all went quiet and they all sat	I_PPIS1 have_VH0 dead_RG quiet_JJ and_CC they_PPHS2 were_VBDR screaming_VVG and_CC yelling_VVG and_CC the_AT and_CC then_RT the_AT door_NN1 's_VBZ closed_JJ and_CC I_PPIS1	was_VBDZ standing_VVG	there_RL and_CC I_PPIS1 had_VHD a_AT1 smiled_VVD And_CC all_RR41 of_RR42 a_RR43 sudden_RR44 suddenly_RR they_PPHS2 all_DB went_VVD quiet_JJ and_CC they_PPHS2 all_DB sat_VVD	Neighbours having a chat over a cup of tea.	Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, telling jokes	Original	Texts within Sample release	S0018 S0092	2	2012-03-11	1:04:27	ANON’s home, Birmingham	2012 Q1	2012	Acquaintances	Education, family, hobbies, work, crime, health, politics	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=29	1986540	1986541
31	S73U	know the head wind or whatever and then erm there was a complete mess up with the coach and we	were stood	there for an hour at the airport waiting for the coach cos we did n't get to the hotel oh	know_VV0 the_AT head_NN1 wind_NN1 or_CC whatever_DDQV and_CC then_RT erm_UH there_EX was_VBDZ a_AT1 complete_JJ mess_NN1 up_RP with_IW the_AT coach_NN1 and_CC we_PPIS2	were_VBDR stood_VVN	there_RL for_IF an_AT1 hour_NNT1 at_II the_AT airport_NN1 waiting_VVG for_IF the_AT coach_NN1 cos_CS we_PPIS2 did_VDD n't_XX get_VVI to_II the_AT hotel_NN1 oh_UH	Family chatting over evening meal.	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0525 S0614 S0617	3	2016-03-29	1:12:18	ANONs home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Work, day out in Birmingham, plans for the week, friends, food, holidays	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=30	2095834	2095835
32	S73U	train was on a different platform so we we went up and sat upstairs somewhere it was nice because we	were sitting	in --ANONplace and under the big roof and it was nice sat up there much nicer than sat down on	train_NN1 was_VBDZ on_II a_AT1 different_JJ platform_NN1 so_RR we_PPIS2 we_PPIS2 went_VVD up_RP and_CC sat_VVD upstairs_RL somewhere_RL it_PPH1 was_VBDZ nice_JJ because_CS we_PPIS2	were_VBDR sitting_VVG	in_II --ANONplace_NP1 and_CC under_II the_AT big_JJ roof_NN1 and_CC it_PPH1 was_VBDZ nice_JJ sat_VVD up_RP there_RL much_RR nicer_JJR than_CSN sat_VVD down_RP on_II	Family chatting over evening meal.	Discussing, explaining, inquiring, complaining, announcing, anecdote telling	Revised	Texts not in Sample release	S0525 S0614 S0617	3	2016-03-29	1:12:18	ANONs home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Work, day out in Birmingham, plans for the week, friends, food, holidays	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=31	2100344	2100345
33	S7FK	the s- and if they 're not there that 's the sign she knows she can go in if she	's sitting	she can go and chat how funny well in no er within her own --UNCLEARWORD flat door okay yeah if	the_AT s-_FU and_CC if_CS they_PPHS2 're_VBR not_XX there_RL that_DD1 's_VBZ the_AT sign_NN1 she_PPHS1 knows_VVZ she_PPHS1 can_VM go_VVI in_RP if_CS she_PPHS1	's_VBZ sitting_VVG	she_PPHS1 can_VM go_VVI and_CC chat_VVI how_RGQ funny_JJ well_RR in_II no_AT er_UH within_II her_APPGE own_DA --UNCLEARWORD_FU flat_JJ door_NN1 okay_RR yeah_UH if_CS	Friends talking about our families and friends	Discussing, explaining, Inquiring, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-08	1:08:13	(ANON’s home, Fradley, Staffs)	2016 Q1	2016	Close family, partners, very close friends	 friends, socializing, children, education and behaviour, gym, cancer	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=32	2216693	2216694
34	S7QY	actually see erm a group of people er er on your the end of the line and see if they	are sitting	on the opposite side of the table and they can see you but are they really on the opposite side	actually_RR see_VVI erm_UH a_AT1 group_NN1 of_IO people_NN er_UH er_UH on_II your_APPGE the_AT end_NN1 of_IO the_AT line_NN1 and_CC see_VV0 if_CS they_PPHS2	are_VBR sitting_VVG	on_II the_AT opposite_JJ side_NN1 of_IO the_AT table_NN1 and_CC they_PPHS2 can_VM see_VVI you_PPY but_CCB are_VBR they_PPHS2 really_RR on_II the_AT opposite_JJ side_NN1	New technology	Discussing, explaining, inquiring, complaining, making arrangements	Revised	Texts within Sample release	S0264 S0265	2	2014-08-12	0:40:28	Dinner at participants' home	2014 Q3	2014	Close family, partners, very close friends	Work, new technology	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=33	2463761	2463762
35	S8BQ	--UNCLEARWORD oh water them quick I promised him I would oh my god --UNCLEARWORD he 'll know cos it 'll	be sitting	on the surface get it in quick he 'll know you have n't done it in the week here get	--UNCLEARWORD_FU oh_UH water_VV0 them_PPHO2 quick_JJ I_PPIS1 promised_VVD him_PPHO1 I_PPIS1 would_VM oh_UH my_APPGE god_NN1 --UNCLEARWORD_FU he_PPHS1 'll_VM know_VVI cos_CS it_PPH1 'll_VM	be_VBI sitting_VVG	on_II the_AT surface_NN1 get_VV0 it_PPH1 in_II quick_JJ he_PPHS1 'll_VM know_VVI you_PPY have_VH0 n't_XX done_VDN it_PPH1 in_II the_AT week_NNT1 here_RL get_VV0	Friends chatting about family and family life.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558 S0572	3	2016-03-17	1:54:01	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Bathroom, teenage behavior, holidays, opportunities, work experience and teenage relationships, school, plans, explorers, babysitting, refereeing.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=34	2720848	2720849
36	S8BQ	have one ? and I went alright then what do you want ? he said oh a cookie so I	was standing	there looking at the biscuits and --ANONnameM was in there --ANONnameF and --ANONnameM 's mum beautiful oh gardens yes yeah	have_VHI one_PN1 ?_YQUE and_CC I_PPIS1 went_VVD alright_RR then_RT what_DDQ do_VD0 you_PPY want_VVI ?_YQUE he_PPHS1 said_VVD oh_UH a_AT1 cookie_NN1 so_RR I_PPIS1	was_VBDZ standing_VVG	there_RL looking_VVG at_II the_AT biscuits_NN2 and_CC --ANONnameM_NP1 was_VBDZ in_II there_RL --ANONnameF_NP1 and_CC --ANONnameM_NP1 's_GE mum_NN1 beautiful_JJ oh_UH gardens_NN2 yes_UH yeah_UH	Friends chatting about family and family life.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558 S0572	3	2016-03-17	1:54:01	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Bathroom, teenage behavior, holidays, opportunities, work experience and teenage relationships, school, plans, explorers, babysitting, refereeing.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=35	2722075	2722076
37	S8BQ	well yeah next to him and we could have both earnt some money absolutely and I would n't have just	been stood	there for three hours yeah he 'll have to erm I said yeah you could actually --ANONnameM and then you	well_RR yeah_UH next_II21 to_II22 him_PPHO1 and_CC we_PPIS2 could_VM have_VHI both_DB2 earnt_VVN some_DD money_NN1 absolutely_RR and_CC I_PPIS1 would_VM n't_XX have_VHI just_RR	been_VBN stood_VVN	there_RL for_IF three_MC hours_NNT2 yeah_UH he_PPHS1 'll_VM have_VHI to_TO erm_UH I_PPIS1 said_VVD yeah_UH you_PPY could_VM actually_RR --ANONnameM_NP1 and_CC then_RT you_PPY	Friends chatting about family and family life.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558 S0572	3	2016-03-17	1:54:01	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Bathroom, teenage behavior, holidays, opportunities, work experience and teenage relationships, school, plans, explorers, babysitting, refereeing.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=36	2729518	2729519
38	S8BQ	have a nice cup of coffee and relax apart from with you like this morning cos you 're really I	'm sitting	there thinking oh I 've got I should do this and I should do that yeah but I think I	have_VHI a_AT1 nice_JJ cup_NN1 of_IO coffee_NN1 and_CC relax_VV0 apart_II21 from_II22 with_IW you_PPY like_VV0 this_DD1 morning_NNT1 cos_CS you_PPY 're_VBR really_RR I_PPIS1	'm_VBM sitting_VVG	there_RL thinking_VVG oh_UH I_PPIS1 've_VH0 got_VVN I_PPIS1 should_VM do_VDI this_DD1 and_CC I_PPIS1 should_VM do_VDI that_DD1 yeah_UH but_CCB I_PPIS1 think_VV0 I_PPIS1	Friends chatting about family and family life.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558 S0572	3	2016-03-17	1:54:01	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Bathroom, teenage behavior, holidays, opportunities, work experience and teenage relationships, school, plans, explorers, babysitting, refereeing.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=37	2731455	2731456
39	S8BQ	be too much because at the moment he 's running it on the Monday and then the following Monday he	's sitting	and planning and yes yeah not so much planning at the moment but still cos he 's had to go	be_VBI too_RG much_DA1 because_CS at_II the_AT moment_NN1 he_PPHS1 's_VBZ running_VVG it_PPH1 on_II the_AT Monday_NPD1 and_CC then_RT the_AT following_JJ Monday_NPD1 he_PPHS1	's_VBZ sitting_VVG	and_CC planning_NN1 and_CC yes_UH yeah_UH not_XX so_RG much_DA1 planning_NN1 at_II the_AT moment_NN1 but_CCB still_RR cos_CS he_PPHS1 's_VHZ had_VHN to_TO go_VVI	Friends chatting about family and family life.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558 S0572	3	2016-03-17	1:54:01	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	Bathroom, teenage behavior, holidays, opportunities, work experience and teenage relationships, school, plans, explorers, babysitting, refereeing.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=38	2733293	2733294
40	S968	my god that was nearly on me do you want me to ? do you want me to ? I	'm sitting	with you now do n't come near me I 'm just as scared that were fricking huge what 's what	my_APPGE god_NN1 that_CST was_VBDZ nearly_RR on_II me_PPIO1 do_VD0 you_PPY want_VVI me_PPIO1 to_TO ?_YQUE do_VD0 you_PPY want_VVI me_PPIO1 to_TO ?_YQUE I_PPIS1	'm_VBM sitting_VVG	with_IW you_PPY now_RT do_VD0 n't_XX come_VVI near_II me_PPIO1 I_PPIS1 'm_VBM just_RR as_RG scared_JJ that_CST were_VBDR fricking_VVG huge_JJ what_DDQ 's_VBZ what_DDQ	Family members playing a game	discussing, explaining, inquiring, advising, requesting, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0492 S0493 S0494 S0495 S0496 S0497	6	2015-06-23	2:07:38	Terrace, Alzira, Spain	2015 Q2	2015	Close family, partners, very close friends	Rules of the game, sport, television, family stories	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=39	3063267	3063268
41	S9WZ	--ANONnameF were gon na stop in and have a pizza delivered and all this and that so they come I	'm sitting	here I 'd just literally finished work at ten to four cos I 've got a new system now tell	--ANONnameF_NP1 were_VBDR gon_VVGK na_TO stop_VVI in_RP and_CC have_VH0 a_AT1 pizza_NN1 delivered_VVN and_CC all_DB this_DD1 and_CC that_CST so_CS they_PPHS2 come_VV0 I_PPIS1	'm_VBM sitting_VVG	here_RL I_PPIS1 'd_VM just_RR literally_RR finished_VVN work_NN1 at_II ten_MC to_II four_MC cos_CS I_PPIS1 've_VH0 got_VVN a_AT1 new_JJ system_NN1 now_RT tell_VV0	Friends chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:18	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=40	3329548	3329549
42	S9WZ	's safely in them pots lit she 'll be fine so they 're laughing you know and erm and I	'm sitting	here I 'm thinking oh have n't got ta cook tonight oh my god what shall I do with myself	's_VBZ safely_RR in_II them_PPHO2 pots_NN2 lit_VVN she_PPHS1 'll_VM be_VBI fine_JJ so_CS they_PPHS2 're_VBR laughing_VVG you_PPY know_VV0 and_CC erm_UH and_CC I_PPIS1	'm_VBM sitting_VVG	here_RL I_PPIS1 'm_VBM thinking_VVG oh_UH have_VH0 n't_XX got_VVI ta_AT1 cook_NN1 tonight_RT oh_UH my_APPGE god_NN1 what_DDQ shall_VM I_PPIS1 do_VDI with_IW myself_PPX1	Friends chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:18	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=41	3329671	3329672
43	S9WZ	meal was it any good ? was it alright ? yeah it was okay actually oh good I was I	was sitting	next to --ANONnameF --ANONnameM 's wife ? there was --ANONnameM that side yeah yeah and then opposite there was --ANONnameF	meal_NN1 was_VBDZ it_PPH1 any_DD good_JJ ?_YQUE was_VBDZ it_PPH1 alright_JJ ?_YQUE yeah_UH it_PPH1 was_VBDZ okay_JJ actually_RR oh_UH good_JJ I_PPIS1 was_VBDZ I_PPIS1	was_VBDZ sitting_VVG	next_II21 to_II22 --ANONnameF_NP1 --ANONnameM_NP1 's_GE wife_NN1 ?_YQUE there_EX was_VBDZ --ANONnameM_NP1 that_DD1 side_NN1 yeah_UH yeah_UH and_CC then_RT opposite_JJ there_EX was_VBDZ --ANONnameF_NP1	Friends chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:18	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=42	3330794	3330795
44	S9WZ	my rules forget that my rules honestly oh I got there and she was like oh thank goodness cos she	was stood	up she went my back 's killing me she was holding him oh I said what 's the matter ?	my_APPGE rules_NN2 forget_VV0 that_CST my_APPGE rules_NN2 honestly_RR oh_UH I_PPIS1 got_VVD there_RL and_CC she_PPHS1 was_VBDZ like_RR oh_UH thank_VV0 goodness_NN1 cos_CS she_PPHS1	was_VBDZ stood_VVN	up_RP she_PPHS1 went_VVD my_APPGE back_NN1 's_VBZ killing_VVG me_PPIO1 she_PPHS1 was_VBDZ holding_VVG him_PPHO1 oh_UH I_PPIS1 said_VVD what_DDQ 's_VBZ the_AT matter_NN1 ?_YQUE	Friends chatting over coffee.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0558	2	2016-01-26	1:11:18	Family home, Fradley)	2016 Q1	2016	Close family, partners, very close friends	House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=43	3331513	3331514
45	SA2J	too big and it was so funny small yeah he sorry oh right yeah small it looked like like he	was sitting	in a big flowerpot did n't he --ANONnameF ? mm could n't reach the floor he was laughing I do	too_RG big_JJ and_CC it_PPH1 was_VBDZ so_RG funny_JJ small_JJ yeah_UH he_PPHS1 sorry_JJ oh_UH right_RR yeah_UH small_JJ it_PPH1 looked_VVD like_CS like_CS he_PPHS1	was_VBDZ sitting_VVG	in_II a_AT1 big_JJ flowerpot_NN1 did_VDD n't_XX he_PPHS1 --ANONnameF_NP1 ?_YQUE mm_UH could_VM n't_XX reach_VVI the_AT floor_NN1 he_PPHS1 was_VBDZ laughing_VVG I_PPIS1 do_VD0	Friends and family talking over evening meal, joined by husband after 50 mins,	Discussing, explaining, inquiring, complaining, advising, requesting, making arrangements	Revised	Texts not in Sample release	S0525 S0617 S0622 S0641	4	2016-03-11	1:45:05	ANON’s home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=44	3416649	3416650
46	SAAB	approached for people from --UNCLEARWORD to help groovy mm yeah I think it 's this clapperboard stuff you know director	's sitting	in a stool and yeah no people like it yeah I think it 's getting a little bit more fashionable	approached_VVN for_IF people_NN from_II --UNCLEARWORD_FU to_TO help_VVI groovy_JJ mm_UH yeah_UH I_PPIS1 think_VV0 it_PPH1 's_VBZ this_DD1 clapperboard_NN1 stuff_NN1 you_PPY know_VV0 director_NN1	's_VBZ sitting_VVG	in_II a_AT1 stool_NN1 and_CC yeah_UH no_AT people_NN like_II it_PPH1 yeah_UH I_PPIS1 think_VV0 it_PPH1 's_VBZ getting_VVG a_AT1 little_NN1 bit_NN1 more_RGR fashionable_JJ	Midweek family dinner	Discussing, explaining, Inquiring, advising, annecdote telling, making arrangements	Revised	Texts not in Sample release	S0519 S0520 S0521	3	2015-09-15	0:47:53	Hunsonby, Cumbria	2015 Q3	2015	Close family, partners, very close friends	food, exercise, choir, family plans, family members, punctuality, school, teachers, philanthropy	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=45	3493936	3493937
47	SAQD	this little champagne bucket it 's a little a little er dachshund little sausage dog yeah but there it it	's sitting	in this bucket with its paws out ah that 's alright we ai n't got a car it 's run	this_DD1 little_JJ champagne_NN1 bucket_NN1 it_PPH1 's_VBZ a_AT1 little_JJ a_AT1 little_JJ er_UH dachshund_NN1 little_JJ sausage_NN1 dog_NN1 yeah_UH but_CCB there_RL it_PPH1 it_PPH1	's_VBZ sitting_VVG	in_II this_DD1 bucket_NN1 with_IW its_APPGE paws_NN2 out_RP ah_UH that_DD1 's_VBZ alright_JJ we_PPIS2 ai_FU n't_XX got_VVN a_AT1 car_NN1 it_PPH1 's_VHZ run_VVN	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=46	3556089	3556090
48	SAQD	of her from --ANONnameF and I kept reading no yellow fo- folder on the top and I 'm thinking it	's sitting	in a yellow folder why has it got no yellow folder at the moment written on the top ? it	of_II33 her_PPHO1 from_II --ANONnameF_NP1 and_CC I_PPIS1 kept_VVD reading_VVG no_AT yellow_JJ fo-_FU folder_NN1 on_II the_AT top_NN1 and_CC I_PPIS1 'm_VBM thinking_VVG it_PPH1	's_VBZ sitting_VVG	in_II a_AT1 yellow_JJ folder_NN1 why_RRQ has_VHZ it_PPH1 got_VVN no_AT yellow_JJ folder_NN1 at_II the_AT moment_NN1 written_VVN on_II the_AT top_NN1 ?_YQUE it_PPH1	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=47	3562687	3562688
49	SAQD	in a yellow folder why has it got no yellow folder at the moment written on the top ? it	's sitting	in a yellow folder so I so she 's a bit like she says er there has been a change	in_II a_AT1 yellow_JJ folder_NN1 why_RRQ has_VHZ it_PPH1 got_VVN no_AT yellow_JJ folder_NN1 at_II the_AT moment_NN1 written_VVN on_II the_AT top_NN1 ?_YQUE it_PPH1	's_VBZ sitting_VVG	in_II a_AT1 yellow_JJ folder_NN1 so_RR I_PPIS1 so_RR she_PPHS1 's_VBZ a_RR21 bit_RR22 like_II she_PPHS1 says_VVZ er_UH there_EX has_VHZ been_VBN a_AT1 change_NN1	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=48	3562709	3562710
50	SAQD	change and she says that --ANONnameF 's moving quite nicely now and says and said some other things and --ANONnameF	is sitting	there and I went oh and she says but I 'm you know I 'm the form tutor and I	change_NN1 and_CC she_PPHS1 says_VVZ that_CST --ANONnameF_NP1 's_VBZ moving_VVG quite_RG nicely_RR now_RT and_CC says_VVZ and_CC said_VVD some_DD other_JJ things_NN2 and_CC --ANONnameF_NP1	is_VBZ sitting_VVG	there_RL and_CC I_PPIS1 went_VVD oh_UH and_CC she_PPHS1 says_VVZ but_CCB I_PPIS1 'm_VBM you_PPY know_VV0 I_PPIS1 'm_VBM the_AT form_NN1 tutor_NN1 and_CC I_PPIS1	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=49	3562750	3562751
51	SAQD	take one person out oh wow because would n't settle to what they were supposed to be doing and he	was sitting	in there you know and I kn- and I know the senior member of staff and it would be you	take_VVI one_MC1 person_NN1 out_RP oh_UH wow_UH because_CS would_VM n't_XX settle_VVI to_II what_DDQ they_PPHS2 were_VBDR supposed_JJ to_TO be_VBI doing_VDG and_CC he_PPHS1	was_VBDZ sitting_VVG	in_II there_RL you_PPY know_VV0 and_CC I_PPIS1 kn-_FU and_CC I_PPIS1 know_VV0 the_AT senior_JJ member_NN1 of_IO staff_NN and_CC it_PPH1 would_VM be_VBI you_PPY	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=50	3566357	3566358
52	SAR5	's so haunted I remember you telling me about all those doors slamming oh at --ANONnameN 's do well we	were sat	in the living room yeah and we were both sat watching TV and I was painting my nails just pause	's_VBZ so_RG haunted_JJ I_PPIS1 remember_VV0 you_PPY telling_VVG me_PPIO1 about_II all_DB those_DD2 doors_NN2 slamming_VVG oh_UH at_II --ANONnameN_NP1 's_VBZ do_VD0 well_RR we_PPIS2	were_VBDR sat_VVN	in_II the_AT living_NN1 room_NN1 yeah_UH and_CC we_PPIS2 were_VBDR both_DB2 sat_VVD watching_VVG TV_NN1 and_CC I_PPIS1 was_VBDZ painting_VVG my_APPGE nails_NN2 just_RR pause_VV0	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=51	3576698	3576699
53	SAR5	do n't matter he is a bit weird what a freak he is right okay whatever and then we 'd	be stood	having drinks and he 'd like try and make a joke and it 'd just be like not funny not	do_VD0 n't_XX matter_VVI he_PPHS1 is_VBZ a_RR21 bit_RR22 weird_JJ what_DDQ a_AT1 freak_NN1 he_PPHS1 is_VBZ right_RR okay_JJ whatever_DDQV and_CC then_RT we_PPIS2 'd_VM	be_VBI stood_VVN	having_VHG drinks_NN2 and_CC he_PPHS1 'd_VM like_VVI try_VV0 and_CC make_VV0 a_AT1 joke_NN1 and_CC it_PPH1 'd_VM just_RR be_VBI like_RR not_XX funny_JJ not_XX	Friends chatting about general stuff	Discussing, explaining, inquiring, complaining, advising	Revised	Texts within Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	1:15:32	Chester	2014 Q3	2014	Close family, partners, very close friends	Tinder, boys, housemates, uni	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=52	3586246	3586247
