Token.ID	Number.of.hit	Text.ID	Context.before	Query.item	Context.after	Tagged.context.before	Tagged.query.item	Tagged.context.after	Activity.description	Selected.characterisations.of.conversation.type	Transcription.conventions.used	Sample.release.inclusion	List.of.speaker.IDs	Number.of.speakers	Recording.date	Recording.length	Recording.location	Recording.period	Year.of.recording	Inter.speaker.relationship	Topics.covered	Transcriber	URL	Match.begin.corpus.position	Match.end.corpus.position	region3	gender	region	variant	text	subj.person	check
446	111	S7FU	internet ? yeah it 's Chinese ca n't believe this internet look it 's only got four bars and I	'm sitting	right next to the --UNCLEARWORD it 's cos you were typi- type in er tut erm Tiananmen Square see what	internet_NN1 ?_YQUE yeah_UH it_PPH1 's_VBZ Chinese_JJ ca_VM n't_XX believe_VVI this_DD1 internet_NN1 look_VV0 it_PPH1 's_VHZ only_RR got_VVN four_MC bars_NN2 and_CC I_PPIS1	'm_VBM sitting_VVG	right_RR next_II21 to_II22 the_AT --UNCLEARWORD_FU it_PPH1 's_VBZ cos_CS you_PPY were_VBDR typi-_FU type_NN1 in_II er_UH tut_UH erm_UH Tiananmen_NP1 Square_NN1 see_VV0 what_DDQ	couple cook and eat dinner	"Discussing, explaining"	Revised	Texts within Sample release	S0024 S0144	2	03/10/2014	00:39:14	"Speakers' home, China"	2014 Q4	2014	"Close family, partners, very close friends"	"Friends, food, culture"	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=110	2235095	2235096	South	female	NA	ing	I 'm sitting right next to the --UNCLEARWORD it	1	
611	316	SNCP	restaurants in Tesco cafÃ© --ANONnameF what do you think ? you 're eating Mcdonald 's I 'm enjoying it I	'm sitting	somewhere comfortable I 'm not harming anyone it 's not like it 's busy or anything you are you harming	restaurants_NN2 in_II Tesco_NP1 cafÃ©_NN1 --ANONnameF_NP1 what_DDQ do_VD0 you_PPY think_VVI ?_YQUE you_PPY 're_VBR eating_VVG Mcdonald_NP1 's_GE I_PPIS1 'm_VBM enjoying_VVG it_PPH1 I_PPIS1	'm_VBM sitting_VVG	somewhere_RL comfortable_JJ I_PPIS1 'm_VBM not_XX harming_VVG anyone_PN1 it_PPH1 's_VBZ not_XX like_RR it_PPH1 's_VBZ busy_JJ or_CC anything_PN1 you_PPY are_VBR you_PPY harming_VVG	Group of friends talking about some topics interesting to us in a cafÃ©	"Discussing, explaining, complaining, advising, anecdote telling, making arrangements, telling jokes"	Revised	Texts not in Sample release	S0402 S0405 S0554 S0555 S0556	5	15/12/2015	00:44:17	"Tesco CafÃ©, Slough"	2015 Q4	2015	"Friends, wider family circle"	"Personal identity, food/eating habits, work/jobs/minimum wage, ethnicity, comics, pets, favourite Christmas movie, feminism, sexuality, gender "	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=315	7641772	7641773	South	female	NA	ing	I 'm sitting somewhere comfortable I 'm not harming	1	
412	66	S5HT	okay yeah so no I 'm hungry now --UNCLEARWORD yeah I know I am sitting down I 'm sitting I	'm sitting	thank you yeah ah the old knee is still a bit dodgy and I 'm just hoping once I 'm	okay_RR yeah_UH so_RR no_UH I_PPIS1 'm_VBM hungry_JJ now_RT --UNCLEARWORD_FU yeah_UH I_PPIS1 know_VV0 I_PPIS1 am_VBM sitting_VVG down_RP I_PPIS1 'm_VBM sitting_VVG I_PPIS1	'm_VBM sitting_VVG	thank_VV0 you_PPY yeah_UH ah_UH the_AT old_JJ knee_NN1 is_VBZ still_RR a_RR21 bit_RR22 dodgy_JJ and_CC I_PPIS1 'm_VBM just_RR hoping_VVG once_CS I_PPIS1 'm_VBM	"Two friends talking about various topics (see 9 above) in ANONâ€™s flat in Tarnow, Poland."	Discussing	Revised	Texts not in Sample release	S0618 S0619	2	23/01/2016	00:15:23	"ANONâ€™s flat in Tarnow, Poland"	2016 Q1	2016	"Friends, wider family circle"	"Physical fitness & health issues, travel plans, punctuality."	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=65	1370070	1370071	South	female	NA	ing	I 'm sitting thank you yeah ah the old	1	
545	229	SFG3	these questions ? who 's told us that we have to have these questions ? mm is it because I	'm sitting	there actually having my coffee and going I could buy this coffee or I could now donate that money and	these_DD2 questions_NN2 ?_YQUE who_PNQS 's_VHZ told_VVN us_PPIO2 that_CST we_PPIS2 have_VH0 to_TO have_VHI these_DD2 questions_NN2 ?_YQUE mm_UH is_VBZ it_PPH1 because_CS I_PPIS1	'm_VBM sitting_VVG	there_RL actually_RR having_VHG my_APPGE coffee_NN1 and_CC going_VVG I_PPIS1 could_VM buy_VVI this_DD1 coffee_NN1 or_CC I_PPIS1 could_VM now_RT donate_VVI that_DD1 money_NN1 and_CC	Dinner with an old friend	"Discussing, explaining, inquiring, complaining, anecdote telling"	Revised	Texts within Sample release	S0262 S0334	2	03/11/2014	01:37:00	CafÃ© in Cambridge	2014 Q4	2014	"Friends, wider family circle"	"Catching up with an old friend, IVF, single parenthood, how people use social media, the benefits of yoga, writing a book, change of career and lifestyle, social media"	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=228	5225752	5225753	South	female	NA	ing	I 'm sitting there actually having my coffee and	1	
336	170	SRFV	everything was like painstaking with me yeah and that 's why I like with with job applications I 'm I	'm sitting	there and I 'm I 'm writing them out and then I 'm like you know like like and I	everything_PN1 was_VBDZ like_RR painstaking_JJ with_IW me_PPIO1 yeah_UH and_CC that_DD1 's_VBZ why_RRQ I_PPIS1 like_VV0 with_IW with_IW job_NN1 applications_NN2 I_PPIS1 'm_VBM I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC I_PPIS1 'm_VBM I_PPIS1 'm_VBM writing_VVG them_PPHO2 out_RP and_CC then_RT I_PPIS1 'm_VBM like_RR you_PPY know_VV0 like_II like_II and_CC I_PPIS1	Two friends in a coffee shop	"Discussing, explaining, anecdote telling"	Revised	Texts within Sample release	S0253 S0274	2	20/10/2014	01:09:13	"coffee shop, Liverpool"	2014 Q4	2014	"Close family, partners, very close friends"	"Museums, Parking, Work, Shopping, Weddings, Moving house, Christmas and presents, Interview for a Masters, Money, Future Plans, Pets"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=169	8716645	8716646	North	male	Liverpool	ing	I 'm sitting there and I 'm I 'm	1	
584	281	SKGU	I know I know but when she suddenly miraculously has a c- a bathroom and a f- conservatory done I	'm sitting	there and I 'm thinking hang on a minute what if she turns ? but then if takes it out	I_PPIS1 know_VV0 I_PPIS1 know_VV0 but_CCB when_CS she_PPHS1 suddenly_RR miraculously_RR has_VHZ a_AT1 c-_FU a_AT1 bathroom_NN1 and_CC a_AT1 f-_FU conservatory_NN1 done_VDN I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC I_PPIS1 'm_VBM thinking_VVG hang_VV0 on_RP a_AT1 minute_NNT1 what_DDQ if_CS she_PPHS1 turns_VVZ ?_YQUE but_CCB then_RT if_CS takes_VVZ it_PPH1 out_II21	Catch-up with mum	"Discussing, explaining, inquiring, complaining, advising, annoucing, ancedote telling, making arrangements"	Revised	Texts within Sample release	S0439 S0440	2	06/12/2015	00:34:00	Car	2015 Q4	2015	"Close family, partners, very close friends"	"Redundancy, work, future weekend plans, gymming, grandad, eating habits, house extension, shopping."	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=280	6560440	6560441	South	female	EasternE	ing	I 'm sitting there and I 'm thinking hang	1	
533	215	SEKZ	switched on I cou- no I could n't hea- the so I could n't hear a bloody thing and I	'm sitting	there and I think are they asleep ? and I look no no they 're both watching it I said	switched_VVN on_RP I_PPIS1 cou-_FU no_UH I_PPIS1 could_VM n't_XX hea-_FU the_AT so_RR I_PPIS1 could_VM n't_XX hear_VVI a_AT1 bloody_JJ thing_NN1 and_CC I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC I_PPIS1 think_VV0 are_VBR they_PPHS2 asleep_JJ ?_YQUE and_CC I_PPIS1 look_VV0 no_UH no_UH they_PPHS2 're_VBR both_DB2 watching_VVG it_PPH1 I_PPIS1 said_VVD	Two friends having lunch	"Discussing, explaining, inquiring, requesting, anecdote telling  "	Revised	Texts within Sample release	S0262 S0353	2	16/01/2015	01:45:00	Restaurant in Cyprus	2015 Q1	2015	"Friends, wider family circle"	"ordering a meal, pets, telling anecdotes about the patrons of the restaurant, family members and disease, romantic relationships, hearing aids, deaths in the family, spiritual matters, shamanism, dowsing, destiny, meeting new people, lighting a fire, discussing a friend's situation, being in Northern Cyprus for the summer, learning to count in Turkish"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=214	4967175	4967176	South	male	SouthE	ing	I 'm sitting there and I think are they	1	
347	202	SVHN	that is me as well my warning sign is if I 'm if I 'm getting really cross and I	'm sitting	there and my foot 's you know like a cat 's tail ? yeah and that 's my foot g-	that_DD1 is_VBZ me_PPIO1 as_RR21 well_RR22 my_APPGE warning_NN1 sign_NN1 is_VBZ if_CS I_PPIS1 'm_VBM if_CS I_PPIS1 'm_VBM getting_VVG really_RR cross_VV0 and_CC I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC my_APPGE foot_NN1 's_VBZ you_PPY know_VV0 like_II a_AT1 cat_NN1 's_GE tail_NN1 ?_YQUE yeah_UH and_CC that_DD1 's_VBZ my_APPGE foot_NN1 g-_FU	"Family and partner talking to a hairdresser in a house, talking about future events, day-to-day activities, discussing current events and debates."	"Discussing, explaining, complaining, anecdote telling"	Revised	Texts not in Sample release	S0543 S0544 S0561 S0562 S0563	5	17/12/2015	00:54:26	"In a small town, ANON, ANON and ANONâ€™s house."	2015 Q4	2015	"Close family, partners, very close friends"	"Jobs, friends and events, call centres, clothing and appearances, countries, volunteering and holidays, football, places of birth, food, lifestyle and day-to-day activities, stories, alcohol"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=201	10004383	10004384	North	female	NorthW	ing	I 'm sitting there and my foot 's you	1	
373	13	S2PY	TV any more no no no and even on Iplayer when I sort of yeah sometimes in the evening I	'm sitting	there and think oh I 'm bored I 'll s- see if there 's anything there 's nothing that I	TV_NN1 any_DD more_DAR no_UH no_UH no_UH and_CC even_RR on_II Iplayer_NP1 when_CS I_PPIS1 sort_RR21 of_RR22 yeah_UH sometimes_RT in_II the_AT evening_NNT1 I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC think_VV0 oh_UH I_PPIS1 'm_VBM bored_JJ I_PPIS1 'll_VM s-_FU see_VVI if_CSW there_EX 's_VBZ anything_PN1 there_EX 's_VBZ nothing_PN1 that_CST I_PPIS1	Chatting over a cup of tea	Discussing	Revised	Texts not in Sample release	S0008 S0012 S0013	3	20/01/2015	00:53:20	Speakers' home	2015 Q1	2015	"Close family, partners, very close friends"		T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=12	294755	294756	South	male	EasternE	ing	I 'm sitting there and think oh I 'm	1	
696	424	SYHP	yeah you had fun did n't you ? going right which one shall I use today ? yeah and I	'm sitting	there because I know some countries showing the British passport is n't favoured because Brits obviously have yeah had well	yeah_UH you_PPY had_VHD fun_NN1 did_VDD n't_XX you_PPY ?_YQUE going_VVG right_RR which_DDQ one_PN1 shall_VM I_PPIS1 use_VVI today_RT ?_YQUE yeah_UH and_CC I_PPIS1	'm_VBM sitting_VVG	there_RL because_CS I_PPIS1 know_VV0 some_DD countries_NN2 showing_VVG the_AT British_JJ passport_NN1 is_VBZ n't_XX favoured_VVN because_CS Brits_NN2 obviously_RR have_VH0 yeah_UH had_VHD well_RR	"Discussing, explaining, inquiring, complaining, advising, requesting, inviting, anecdote telling"	"Discussing, explaining, inquiring, complaining, advising, requesting, inviting, anecdote telling, telling jokes"	Revised	Texts within Sample release	S0261 S0262 S0360 S0361	4	08/02/2015	01:17:12	At ANON and ANON's home in North Cyprus	2015 Q1	2015	Acquaintances	"Technology, Families, Immigration, Culture, Languages and Current Affairs.  "	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=423	10999356	10999357	South	female	NA	ing	I 'm sitting there because I know some countries	1	
524	204	SECU	my phone I 'll talk to you alright then yes I agree you 're right --ANONnameM but also if I	'm sitting	there I 'm just bored you know ? oh I 'm frightfully sorry that you 're bored and now it	my_APPGE phone_NN1 I_PPIS1 'll_VM talk_VVI to_II you_PPY alright_RR then_RT yes_UH I_PPIS1 agree_VV0 you_PPY 're_VBR right_JJ --ANONnameM_NP1 but_CCB also_RR if_CS I_PPIS1	'm_VBM sitting_VVG	there_RL I_PPIS1 'm_VBM just_RR bored_JJ you_PPY know_VV0 ?_YQUE oh_UH I_PPIS1 'm_VBM frightfully_RR sorry_JJ that_CST you_PPY 're_VBR bored_JJ and_CC now_RT it_PPH1	Mother and son talking over dinner at home	"Discussing, explaining, inquiring, announcing, anecdote telling"	Revised	Texts within Sample release	S0326 S0329	2	22/03/2015	00:43:04	Speakers' home	2015 Q1	2015	"Close family, partners, very close friends"	"fried chicken, a break in Mersea Island, Essex, sea food, fishing, family, gyms exercise, washing "	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=203	4865003	4865004	South	male	London	ing	I 'm sitting there I 'm just bored you	1	
414	73	S5QR	like yeah hey because it 's so much --UNCLEARWORD sometimes I realise like how bad my posture is when I	'm sitting	there in science like on the table and --ANONnameF 's like you 're sitting on the table ? yeah like	like_RR yeah_UH hey_UH because_CS it_PPH1 's_VBZ so_RG much_DA1 --UNCLEARWORD_FU sometimes_RT I_PPIS1 realise_VV0 like_II how_RGQ bad_JJ my_APPGE posture_NN1 is_VBZ when_RRQ I_PPIS1	'm_VBM sitting_VVG	there_RL in_II science_NN1 like_II on_II the_AT table_NN1 and_CC --ANONnameF_NP1 's_VBZ like_RR you_PPY 're_VBR sitting_VVG on_II the_AT table_NN1 ?_YQUE yeah_UH like_RR	Friends talking about school 	"discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling"	Revised	Texts not in Sample release	S0324 S0325	2	18/01/2016	00:32:00	ANONs house	2016 Q1	2016	"Close family, partners, very close friends"	"A film we just watched (10 things I hate about you), School, future trip to London"	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=72	1464742	1464743	South	female	NA	ing	I 'm sitting there in science like on the	1	
607	311	SN8K	big row about this at work the other day yeah I thought you were supposed to yes so I I	'm sitting	there so so --ANONnameM comes up to me and some of the researchers are saying there 's a big issue	big_JJ row_NN1 about_II this_DD1 at_II work_NN1 the_AT other_JJ day_NNT1 yeah_UH I_PPIS1 thought_VVD you_PPY were_VBDR supposed_JJ to_TO yes_UH so_RR I_PPIS1 I_PPIS1	'm_VBM sitting_VVG	there_RL so_RR so_RR --ANONnameM_NP1 comes_VVZ up_II21 to_II22 me_PPIO1 and_CC some_DD of_IO the_AT researchers_NN2 are_VBR saying_VVG there_EX 's_VBZ a_AT1 big_JJ issue_NN1	Chatting with close friends over a bottle of wine	"Discussing, explaining, inquiring, advising, requesting, making arrangements"	Revised	Texts not in Sample release	S0255 S0317 S0318	3	01/10/2014	01:21:17	ANON and ANON's home	2014 Q4	2014	"Close family, partners, very close friends"	"Skiing, kitchens, planning permission, children (adult), university, drinking alcohol, work, LinkedIn, psychometric testing, parties/celebrations, weather, Facebook, telephones, spam telephone calls, punctuation rules, CVâ€™s, email providers, computers, Internet, conspiracy theories, British Armed Forces, Air Cadets, airplanes, helicopters, flying, wars, cars, modified cars, hypochondriac, rugby, sewing, hobbies, Rainbows (Girl Guiding), Christmas, moving house."	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=310	7547382	7547383	South	male	London	ing	I 'm sitting there so so --ANONnameM comes up	1	
733	38	S8BQ	have a nice cup of coffee and relax apart from with you like this morning cos you 're really I	'm sitting	there thinking oh I 've got I should do this and I should do that yeah but I think I	have_VHI a_AT1 nice_JJ cup_NN1 of_IO coffee_NN1 and_CC relax_VV0 apart_II21 from_II22 with_IW you_PPY like_VV0 this_DD1 morning_NNT1 cos_CS you_PPY 're_VBR really_RR I_PPIS1	'm_VBM sitting_VVG	there_RL thinking_VVG oh_UH I_PPIS1 've_VH0 got_VVN I_PPIS1 should_VM do_VDI this_DD1 and_CC I_PPIS1 should_VM do_VDI that_DD1 yeah_UH but_CCB I_PPIS1 think_VV0 I_PPIS1	Friends chatting about family and family life.	"Discussing, explaining, anecdote telling"	Revised	Texts not in Sample release	S0517 S0558 S0572	3	17/03/2016	01:54:01	"Family home, Fradley)"	2016 Q1	2016	"Close family, partners, very close friends"	"Bathroom, teenage behavior, holidays, opportunities, work experience and teenage relationships, school, plans, explorers, babysitting, refereeing."	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=37	2731455	2731456	Midlands	female	NA	ing	I 'm sitting there thinking oh I 've got	1	
535	217	SEKZ	they 're sitting there watching it like er they 've got an ear in yeah that 's very and I	'm sitting	there yeah lip reading yeah so I wa- what 's going on ? that 's excellent oh but yeah and	they_PPHS2 're_VBR sitting_VVG there_RL watching_VVG it_PPH1 like_RR er_UH they_PPHS2 've_VH0 got_VVN an_AT1 ear_NN1 in_II yeah_UH that_DD1 's_VBZ very_RG and_CC I_PPIS1	'm_VBM sitting_VVG	there_RL yeah_UH lip_NN1 reading_NN1 yeah_UH so_RR I_PPIS1 wa-_FU what_DDQ 's_VBZ going_VVG on_RP ?_YQUE that_DD1 's_VBZ excellent_JJ oh_UH but_CCB yeah_UH and_CC	Two friends having lunch	"Discussing, explaining, inquiring, requesting, anecdote telling  "	Revised	Texts within Sample release	S0262 S0353	2	16/01/2015	01:45:00	Restaurant in Cyprus	2015 Q1	2015	"Friends, wider family circle"	"ordering a meal, pets, telling anecdotes about the patrons of the restaurant, family members and disease, romantic relationships, hearing aids, deaths in the family, spiritual matters, shamanism, dowsing, destiny, meeting new people, lighting a fire, discussing a friend's situation, being in Northern Cyprus for the summer, learning to count in Turkish"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=216	4967309	4967310	South	male	SouthE	ing	I 'm sitting there yeah lip reading yeah so	1	
369	9	S2LD	are really nice every single person that is walking past has looked at us no no that 's why I	'm sitting	this way I ca n't handle this kind of thing no no no two per cent when I go inside	are_VBR really_RR nice_JJ every_AT1 single_JJ person_NN1 that_CST is_VBZ walking_VVG past_RL has_VHZ looked_VVN at_II us_PPIO2 no_UH no_UH that_DD1 's_VBZ why_RRQ I_PPIS1	'm_VBM sitting_VVG	this_DD1 way_NN1 I_PPIS1 ca_VM n't_XX handle_VVI this_DD1 kind_NN1 of_IO thing_NN1 no_UH no_UH no_UH two_MC per_NNU21 cent_NNU22 when_CS I_PPIS1 go_VV0 inside_RL	Friends in a shopping centre chatting over lunch and a card game about school and TV shows	"Discussing, explaining, inquiring, complaining, anecdote telling, making arrangements"	Revised	Texts not in Sample release	S0405 S0555 S0556	3	21/10/2015	01:07:58	"Shopping centre, Slough"	2015 Q4	2015	"Friends, wider family circle"	"Sandwiches, food, friends and schoolmates, military/army/war, racism, school prefects, TV shows, card-games, movies, teachers, family, international politics, holiday stories, "	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=8	264586	264587	South	female	NA	ing	I 'm sitting this way I ca n't handle	1	
348	207	SVX4	the crossword you see and I have the Ipad there and then I get a very weak message if I	'm sitting	#NAME?	the_AT crossword_NN1 you_PPY see_VV0 and_CC I_PPIS1 have_VH0 the_AT Ipad_NN1 there_RL and_CC then_RT I_PPIS1 get_VV0 a_AT1 very_RG weak_JJ message_NN1 if_CS I_PPIS1	'm_VBM sitting_VVG	#NAME?	no info	Discussing	Revised	Texts not in Sample release	S0012 S0013 S0294 S0295	4	29/10/2014	01:04:30	Speakers' home	2014 Q4	2014	"Friends, wider family circle"	tea	T13	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638g&batch=206	10195870	10195871	North	male	NA	ing	I 'm sitting --UNCLEARWORD settee near the front door	1	
470	135	S839	'm sitting on the table with --ANONnameM and the rest are girls you and --ANONnameF is it --ANONnameF ? I	'm sitting	with --ANONnameF --ANONnameF --ANONnameF and --ANONnameF oh well --ANONnameF did n't is lovely mm hm --ANONnameF 's lovely Miss --ANONnameN	'm_VBM sitting_VVG on_II the_AT table_NN1 with_IW --ANONnameM_NP1 and_CC the_AT rest_NN1 are_VBR girls_NN2 you_PPY and_CC --ANONnameF_NP1 is_VBZ it_PPH1 --ANONnameF_NP1 ?_YQUE I_PPIS1	'm_VBM sitting_VVG	with_IW --ANONnameF_NP1 --ANONnameF_NP1 --ANONnameF_NP1 and_CC --ANONnameF_NP1 oh_UH well_RR --ANONnameF_NP1 did_VDD n't_XX is_VBZ lovely_JJ mm_UH hm_UH --ANONnameF_NP1 's_GE lovely_JJ Miss_VV0 --ANONnameN_NP1	Family talking about parentâ€™s evening feedback	"Discussing, explaining, anecdote telling, making arrangements"	Revised	Texts not in Sample release	S0653 S0654 S0655	3	03/03/2016	00:14:56	"Home kitchen, Comberton"	2016 Q1	2016	"Close family, partners, very close friends"	"Parentâ€™s evening, struggling with Maths, eating dinner, World Book Day, characters in books, going to a circus, arrangements after school, what cooked human flesh smells like!"	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=134	2633975	2633976	South	male	NA	ing	I 'm sitting with --ANONnameF --ANONnameF --ANONnameF and --ANONnameF	1	
793	112	SVNL	than you can with a print book it is the position of the head that is critical cos if I	'm sitting	with my head down like that after a while it s- starts to get really uncomfortable hm no I 'm	than_CSN you_PPY can_VM with_IW a_AT1 print_NN1 book_NN1 it_PPH1 is_VBZ the_AT position_NN1 of_IO the_AT head_NN1 that_CST is_VBZ critical_JJ cos_CS if_CS I_PPIS1	'm_VBM sitting_VVG	with_IW my_APPGE head_NN1 down_RP like_II that_DD1 after_II a_AT1 while_NNT1 it_PPH1 s-_FU starts_VVZ to_TO get_VVI really_RR uncomfortable_JJ hm_UH no_UH I_PPIS1 'm_VBM	Mother and daughter talking over coffee.	"Discussing, explaining, inquiring, complaining, advising, making arangements, apologizing "	Original	Texts within Sample release	S0018 S0019	2	12/03/2012	01:31:13	"ANONâ€™s home, Birmingham"	2012 Q1	2012	"Close family, partners, very close friends"	"Making plans, sport, driving, weather, money, family, law, work, pets, books"	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=111	10078820	10078821	Midlands	female	NA	ing	I 'm sitting with my head down like that	1	
735	40	S968	my god that was nearly on me do you want me to ? do you want me to ? I	'm sitting	with you now do n't come near me I 'm just as scared that were fricking huge what 's what	my_APPGE god_NN1 that_CST was_VBDZ nearly_RR on_II me_PPIO1 do_VD0 you_PPY want_VVI me_PPIO1 to_TO ?_YQUE do_VD0 you_PPY want_VVI me_PPIO1 to_TO ?_YQUE I_PPIS1	'm_VBM sitting_VVG	with_IW you_PPY now_RT do_VD0 n't_XX come_VVI near_II me_PPIO1 I_PPIS1 'm_VBM just_RR as_RG scared_JJ that_CST were_VBDR fricking_VVG huge_JJ what_DDQ 's_VBZ what_DDQ	Family members playing a game	"discussing, explaining, inquiring, advising, requesting, anecdote telling, telling jokes"	Revised	Texts not in Sample release	S0492 S0493 S0494 S0495 S0496 S0497	6	23/06/2015	02:07:38	"Terrace, Alzira, Spain"	2015 Q2	2015	"Close family, partners, very close friends"	"Rules of the game, sport, television, family stories"	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=39	3063267	3063268	Midlands	female	Emidlands	ing	I 'm sitting with you now do n't come	1	
490	160	SB4D	ready for holiday you you stand that end mummy stand that end you stand by the green box no I	'm standing	here and I 'm gon na go slow motion and you can run okay ? well mummy 's got look	ready_JJ for_IF holiday_NN1 you_PPY you_PPY stand_VV0 that_DD1 end_NN1 mummy_NN1 stand_NN1 that_CST end_VV0 you_PPY stand_VV0 by_II the_AT green_JJ box_NN1 no_UH I_PPIS1	'm_VBM standing_VVG	here_RL and_CC I_PPIS1 'm_VBM gon_VVGK na_TO go_VVI slow_JJ motion_NN1 and_CC you_PPY can_VM run_VVI okay_RR ?_YQUE well_RR mummy_NN1 's_VHZ got_VVN look_VV0	Dinner with the family	"Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling"	Revised	Texts within Sample release	S0189 S0191 S0192 S0197 S0199	5	17/08/2014	01:49:01	"Mother's house, Bedford"	2014 Q3	2014	"Close family, partners, very close friends"	"Food & drink, preparations for university, travelling, meal time challenges, jet lag, the future, childhood, technology, music, the neighbours, accidents, operations, injuries, movies, alcohol and cigars, the band, jogging, the weather, amazing people, dangerous animals, drugs"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638h&batch=159	3756342	3756343	South	female	EasternE	ing	I 'm standing here and I 'm gon na	1	
768	84	SNNG	recognise us cos we were in the audience so --ANONnameM was like oh right you know like this sorry I	'm standing	here waiting to see --ANONnameM and not realising that you were as well and we 're like you know oh	recognise_VVI us_PPIO2 cos_CS we_PPIS2 were_VBDR in_II the_AT audience_NN1 so_RR --ANONnameM_NP1 was_VBDZ like_RR oh_UH right_RR you_PPY know_VV0 like_II this_DD1 sorry_JJ I_PPIS1	'm_VBM standing_VVG	here_RL waiting_VVG to_TO see_VVI --ANONnameM_NP1 and_CC not_XX realising_VVG that_CST you_PPY were_VBDR as_RG well_JJ and_CC we_PPIS2 're_VBR like_RR you_PPY know_VV0 oh_UH	Hearing about a friendâ€™s complicated life.	"Discussing, explaining, inquiring, advising, anecdote telling"	Revised	Texts not in Sample release	S0517 S0518	2	06/05/2016	01:39:00	"Cafe, Lichfield)"	2016 Q2	2016	"Close family, partners, very close friends"	"resignation at work, drama auditions, relationships and potential affairs"	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=83	7771685	7771686	Midlands	female	NA	ing	I 'm standing here waiting to see --ANONnameM and	1	
749	60	SBQ6	get that I think what it is is obviously you do your work in the day like you say I	'm standing	mm for like you know hours on end it 's tiring anything that it is tiring cos you 're standing	get_VV0 that_DD1 I_PPIS1 think_VV0 what_DDQ it_PPH1 is_VBZ is_VBZ obviously_RR you_PPY do_VD0 your_APPGE work_NN1 in_II the_AT day_NNT1 like_CS you_PPY say_VV0 I_PPIS1	'm_VBM standing_VVG	mm_UH for_IF like_RR you_PPY know_VV0 hours_NNT2 on_II end_NN1 it_PPH1 's_VBZ tiring_JJ anything_PN1 that_CST it_PPH1 is_VBZ tiring_JJ cos_CS you_PPY 're_VBR standing_VVG	Friends carrying on chatting over coffee.	"Discussing, explaining, anecdote telling"	Revised	Texts not in Sample release	S0517 S0558	2	26/01/2016	01:11:25	"Family home, Fradley)"	2016 Q1	2016	"Close family, partners, very close friends"	"Health problems, 21st party, weather, teenagers and kidsâ€™ bedrooms, work patterns, feeling tired."	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=59	3993810	3993811	Midlands	female	NA	ing	I 'm standing mm for like you know hours	1	
